pathway	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6
PWY-1622	5316.248426965604	6918.941879988484	6521.576990923989	6487.292809830675	5020.590692330354	5155.797151591918	4746.648116938683	5399.284427515276	5296.644382086288	4519.190650030443	5269.522210665913	5085.714656873264	5472.638575441517	5215.110216189854	5440.130343340804	6045.0840363930665	6722.345193704723	5637.8173770697185	4741.461630513654	5590.512618623666	6506.335082643104	6762.822191678512	5675.851805590373	5412.892035978995	6335.359083932677	5326.722545623753	7232.988903388326	6425.043380656548	6279.082406462628	6189.243166150203	7214.405066342749	5896.975213136982	5807.891972281742	5495.257202905277	4739.82386057057	5041.324751028346	5982.287592944436	3945.6610491940005	4667.4683416916905	5725.927195216495	4734.834326658284	5128.149136267501	5898.463309092775	6514.887468879235	5981.2774085691035	7352.249288968797	5746.939705843482	6349.261957296321
PWY-1861	1235.569481871569	1407.9046622311719	1390.6462859278154	1272.9717732756023	1026.7889769707378	1029.5471615493223	918.319297962325	1140.8778661996137	1167.1131289081616	1047.5704146982305	977.3404907910244	1116.4643424346166	1154.125293825666	1053.4564566493266	1371.0509234188762	1394.2123719498627	1256.2802902880885	1103.3203094968653	902.0561847143593	1042.865202044271	1436.9903057369722	1435.9308783170432	1105.068293684493	1110.9658328849087	849.4299309387675	862.0577603959376	1174.304052854902	1032.6138558839875	862.829245857656	874.36671170999	1268.8691662889858	831.4548674493459	803.7609029402655	626.1203002806423	762.8908907131294	766.1586534423669	865.9493580158933	506.77902052123926	700.4094934243714	821.9485994378953	856.5943332580614	867.4711968772816	980.4918376529084	986.0396574223668	761.6372575918684	1252.0652963060454	852.2832612710725	882.3609177437579
PWY-2221	149.53911583409163	253.1092927119652	252.6411037347095	154.32104653210993	153.61652126987414	344.59061564522233	212.2817568537021	200.698552123877	149.55027245145433	174.50159839909753	196.16172421350322	187.6877779033018	221.90240487234243	525.4510834830069	230.23299267283656	175.74136521318178	257.04564997427985	209.26858101421618	153.41078629658693	145.30034979045658	193.1747338609766	671.8939158646436	247.06153900756652	213.42119749507793	80.18168030862718	140.99565032238783	180.98430841174863	141.54561716906343	66.94437277486226	332.06939079116506	154.6771272666546	136.90310473204661	44.72741658456761	115.06118630495071	97.39938959797213	110.48242921095235	119.65171680131864	304.97551307830133	179.03417711138525	119.49541783879839	97.4185509720921	123.63938995572427	119.54895162742561	128.3925797461982	71.31274469124534	449.1548777183078	132.39710571875787	141.43602146788245
PWY-2941	6267.360963913838	8163.722402585187	7539.537952675788	7321.998561857584	5826.061986644207	5777.379825803963	5530.126897916621	6114.801828398263	6370.204332636617	5376.85675990232	5966.3464261289755	5665.612242713564	6177.42473037794	5937.708741676525	6389.521885494715	7004.7560822264	7759.985738833637	6436.647297808897	5447.835839938824	6532.280585834735	7357.508171778332	7389.042730274907	6581.063293419251	6230.225447173846	7087.10346884163	6039.016379166554	8451.744031449365	7397.025758606232	7156.712711617274	6824.931927651024	8331.718307812447	6381.532318880534	6622.442896913322	6186.303733081063	5322.99037518823	5592.470830556159	6853.823646966041	4496.38246188465	5344.276068818461	6326.696005090679	5284.8101843780605	5929.035105089905	6784.994497569197	7268.8451449055665	6601.346481512948	8129.317367301768	6191.683854533202	6914.94870850727
PWY-2942	7540.840342905555	9569.62063040299	8927.86554631245	8685.55464732691	6996.346837048368	7171.685061749816	6591.022997061877	7302.219836518211	7568.349730993217	6420.619330999774	7051.693994409676	6766.524052092783	7371.808466961734	7270.065591110049	7701.671663541605	8255.061991689661	9180.4404271353	7707.229670071188	6591.347415214867	7597.5211230299265	8654.99442244742	8984.31057749286	7786.472459808789	7472.918318544616	8712.165793394244	7132.671900437019	10053.209049592804	8811.94531889162	8771.949249846284	8549.244525832624	9665.021424907554	7694.825179856893	8173.633191850311	7455.238466365227	6520.035354694411	6718.772110108659	8376.18082187452	5473.117186996923	6429.588476242428	7800.530508057385	6547.301601656882	7089.527438918725	8069.4106462206055	8689.597026914924	8028.4641053626065	9892.419907925503	7622.997242000349	8426.240577797224
PWY-3001	11336.724509367736	14162.883781938039	13402.386856628915	13156.167574907568	10568.991341156512	10670.875356889721	9782.630130525315	11088.990110203229	11344.368114376595	9691.723195983746	10572.46037339677	10369.27286261188	11121.165790705722	10953.172240581735	11426.888051953894	12464.978104142554	13804.950447551562	11585.268359913296	9867.325358404494	11439.371775986163	13439.873917047431	13683.615634055932	11589.175956015793	11144.274589751434	12474.116929416501	10695.65104954166	14645.619861841784	13103.226113132674	12540.059975378885	12505.715098001847	14245.764460100034	11521.719556440292	11782.04263843956	11060.54209894645	9502.873351509288	9924.315127071852	12064.37163603927	8053.239118575352	9530.480295810734	11384.14116947205	9446.70532277826	10531.87836939899	11997.68285551246	12894.214080500562	11979.42191257574	14701.960290629479	11125.497115886372	12459.83451037102
PWY-3081	856.8725462036555	1260.305480357752	1206.117484683666	1140.1694899667802	760.7176450851495	910.2849272260715	884.8085478821617	880.3866016689152	805.31917372406	851.6569217011515	966.3606651994553	929.4777307170884	952.6929962066183	850.3487737396899	808.7337701790759	1064.9763689769945	1108.1078013816436	1057.1143128707336	866.6943150907712	1028.7641525499885	1224.2673606352134	1019.7948749794994	912.7244512373231	1038.2612154560954	805.0239422583207	734.8607906831884	968.6629754423514	836.6292247805494	684.1094714511024	657.4943933849459	1103.7225521472756	880.200018637891	660.6765361463688	632.9932102807612	566.6484634954908	685.2931338587604	689.416686795906	440.82128728974055	592.1628698806876	716.7572741877565	467.87518196374197	578.075650169507	846.0243058392132	1000.2910723172469	800.0518850671164	900.9700951455404	706.3997432540881	749.9339717388938
PWY-3801	972.3549554461221	973.2784896307436	758.6853899908132	843.4375084313922	776.4386203392548	792.1542794530541	736.9209686039799	830.501950523275	783.1854057176372	685.0710599177088	848.7511385619962	774.137376546142	732.3573357522282	866.377450416913	785.9401880261743	959.3248993690511	944.5726340239191	985.8431590357576	770.2509544456747	903.5722489099046	941.2598621416964	1126.1997506917082	821.0556545916555	708.0706618273125	1162.4928277644988	909.3810600672687	1144.9860151496027	1095.4034287306276	974.8378928836645	890.0638535901694	863.7297121605313	1042.314180270502	1083.8614842318916	864.432559780416	862.9595660532572	854.2801146437436	1141.932458726464	834.009137726926	735.5947810713775	962.9958269898677	907.6283542485935	1001.5379584311464	846.7891900243097	1031.212433846396	724.7359285574953	1181.734958327753	832.2306923238106	1565.6971138022184
PWY-4361	417.61958462584187	419.52280195015453	456.03201514929003	395.16497493273476	418.0930068138552	473.00597562442664	363.31433238324183	386.20553774152023	437.78970106837176	331.8343545636537	308.82042213270023	310.79534222663983	342.9908458917746	520.124907681263	510.9925465943825	517.5844347269044	409.7486548924791	354.13926303702686	322.51473220200353	322.1859963880524	386.9498097491085	629.2040813692882	435.2430976260129	386.48345611247396	494.20293769360603	341.66637855116517	529.7800631110864	415.80968193019373	399.7067218090482	547.9789259271088	511.1139675243782	307.72166991225504	441.89103204595494	349.08604717319304	318.78032281951613	304.09854110834476	461.17270181796874	369.5892605748091	342.5105661603501	332.0657059361349	351.69945897492624	394.84531081641427	338.9741375098816	369.4345371379289	417.02604874739757	580.2402534171446	383.0756455315734	487.0480417359736
PWY-4984	6046.185293931733	7850.560930886123	7197.051353415863	7305.312127090148	5676.099332966196	5801.61042241924	5452.162572701568	5948.326407519827	6028.3725760671905	5209.330967731917	5719.300810944632	5547.954147249104	5937.2904017921055	5727.168346057108	6227.504158386435	6757.6904060289635	7578.308160442857	6376.507627712332	5372.434346802304	6323.538842797886	7277.175818445186	7198.396324293554	6198.360443416084	6015.75063427827	6223.9276344057425	5405.452057385796	7480.905168845074	6714.640957440402	6092.709528226567	6142.917835864433	7516.166871682877	5901.535257407581	5687.397533165533	5605.901802893948	4524.070661314911	5150.136691796541	6024.285598491148	3844.0063649574327	4812.920268249976	5858.162722460273	4680.947037138713	5226.452336449506	6300.3530327888775	6816.978457953499	5950.455803328516	7247.3936113508	5654.806161127071	6314.197442978138
PWY-5005	2569.719791408221	3302.642460655212	3054.890553809138	3004.342435299956	2304.404415892074	2348.2310368880826	2166.881913619279	2399.0444835282337	2454.283127156398	2167.6691405964784	2459.5295479768065	2423.965012768425	2469.738607281025	2476.1860550807005	2500.9686474498917	2702.878123764605	3179.801138702293	2684.1872132425797	2173.166357313119	2468.1803143742736	2995.893090187752	3124.7268908868455	2576.305032213467	2430.902621671889	2579.5473435735266	2266.029393167174	2880.5482177743843	2753.197468275374	2623.43706096022	2409.4190472321147	2855.531049020294	2179.690538308321	2301.5234542777876	2199.920817624467	1867.2420474985145	2167.212880218409	2589.3831429386682	1574.1523384335094	1932.9784073853418	2242.7809716511465	2016.8149901702095	2113.4050295262514	2556.6762483971866	2726.0569597460094	2281.4799373934934	2819.9504746273137	2262.206359340476	2304.35637525146
PWY-5022	5592.215740740741	6484.832506953682	6061.289306578613	5866.329400400193	5183.043676135946	5667.0072507150935	4368.385992489739	5285.182028985507	5594.484963837077	4445.425275392488	4548.370449855552	4533.724943742427	5530.9255026761175	5757.573328361919	5678.412967966037	5762.915142309978	6430.2733465444635	5535.077935077935	4476.825688073394	5260.420513581713	6212.389615384616	7025.642775634407	5067.718399078607	5106.112221137234	6766.354005461993	5526.356593604024	7380.793012913251	6718.61041356739	6211.159926258786	7123.417446808511	7188.772482747378	5668.322283078697	6331.677957329346	5463.044424170117	4509.813110647181	4733.3007004954725	6298.114202049781	4402.551619942925	4672.449876974363	5627.400974137339	4698.272498426683	5587.51539929136	5913.3571624965625	6353.0267400707835	5778.14529754083	7701.920592800281	5718.114942528736	6300.33999876184
PWY-5055	757.8570200301435	1098.0981958397613	987.9274418322963	988.5319248584195	674.6925460749377	828.6095451690469	736.49055137682	798.116222998	765.8082703199838	709.7178526793408	841.1630545967512	861.1407217201281	909.8371607132846	861.8200414972977	867.4427613373861	920.7649591892434	1034.4146742394282	895.71787033957	787.9130154445106	771.3629533992635	983.8815376870726	1110.8652662455756	970.3745807445059	924.0210061020829	805.9117306959919	704.2545447617398	1042.6045510124313	802.5442960934913	776.877793091166	858.3763426493363	1046.2415804946452	865.7773978292139	668.0227528427595	654.9935013996143	664.8830301553897	711.5368292092847	786.1024038973493	511.6202857394047	638.1465656575799	784.5019925362283	526.9379824158042	636.3429313451202	760.1572294499964	882.7363516837515	755.7231019009649	986.6514237099695	664.7152597880902	813.1646118127558
PWY-5062	487.563704491349	721.4771286443096	610.2160001187401	652.9734048437954	539.153168834569	542.34145185677	456.5881637117911	495.142395343546	518.8850755676453	479.48273701089084	461.8623710895451	459.4476415680369	461.10253311440266	593.2556953040407	646.6907970486611	593.44268222749	652.5140940303147	508.3360933702699	443.8040910907239	520.2621736739759	653.9905758489612	782.7413051463194	651.4491983125153	475.0175166682134	551.3064349756306	508.3264318493221	707.9472674572208	621.0384228172834	575.4818137279105	583.65892725308	669.0820698137042	473.6980473967716	597.6468082990573	477.62026624506456	423.29559951158603	429.94535275906276	533.1624122569307	390.4803443237418	442.90845959320575	477.59409269038974	485.11755726724436	456.14508637867436	488.65313833527165	608.6292537697665	490.2336443114954	652.4856777386424	500.1284120128545	510.65006661953254
PWY-5097	7011.410348451605	8935.350580694232	8401.470077799548	8201.685032526831	6553.590807521025	6702.450825895924	6176.682037766593	6850.198826464913	7136.6585438853745	6034.117794658897	6658.166169412585	6352.868278552959	6966.898612785092	6817.342408326983	7198.403550494302	7740.348359380821	8603.852599606342	7273.11541771726	6224.940186150718	7172.491178751783	8177.806275534767	8430.951501340214	7250.13744316713	7014.4145019441075	8253.690264215982	6806.7211006038115	9501.78015988629	8292.01258553615	8224.27633570854	7933.60566129847	9147.708088170593	7256.729542639136	7742.943242737202	7088.2360044127845	6086.063550332929	6294.791988941973	7902.385759759031	5215.388637986362	6054.050868900796	7316.893379702429	6181.866180055009	6770.244896347744	7634.762135787532	8237.79608606019	7590.823175521309	9359.44337773451	7143.177770874563	7948.521263079856
PWY-5100	3181.374456798794	3909.236958101198	3821.8853550731947	3662.4284215369607	2832.1213287773257	2905.4288117086635	2701.149158146155	3011.256572711582	3027.3641276836	2638.480723719854	2928.1431180192412	2916.974612948738	2985.2153387269595	2898.7670131815985	3130.3694936209085	3529.387732659397	3792.763493720302	3196.937750452625	2579.358763159661	3177.4042542568404	3550.178033493892	3544.314821138637	3066.361595279529	3130.1208810212383	3652.75792355779	3071.7764073945154	4090.0128062605386	3768.9556263465192	3511.356559456616	3550.882840828297	4011.024765961041	3278.0281559364553	3261.3808255574613	3118.72336457591	2620.9540737969046	2863.0987426279735	3289.3084361579863	2193.618882232791	2662.0039801916046	3531.7887296253493	2653.3380456328064	2965.707577592441	3240.918042802969	3526.0244077502784	3074.3790680423654	4160.762738928746	3155.8027523210603	3740.297550125703
PWY-5101	8573.72563570926	10626.40574359836	9823.378513540743	9619.005732444151	8198.955481611234	8116.23078018407	7383.775572773146	8149.700070558767	8760.872511787213	7416.265124045781	7931.303877939454	7541.944301054633	8485.233869797461	8182.5106728112705	8809.022791983785	9017.480804392048	10240.51926829651	8705.373775004353	7371.733735937391	8525.889691796876	10086.627083991838	10410.262778919567	8626.481488530948	8415.431549199433	10765.343118075933	8753.836642296095	12009.356578204925	10902.835408971212	10482.994420989022	10307.25560577367	11341.703384286142	9340.690646054227	9932.068587125956	9329.144797708637	8128.845403663001	8210.266401882129	10098.107622107726	6417.337627790246	7787.069763075119	9447.840262638414	8076.862994943301	9056.535771689847	9754.551231471838	10305.939772214031	9481.175442949916	12145.641370627805	8941.94365084853	10385.139250861803
PWY-5103	9151.754610330834	11252.832793206524	10427.585344472092	9825.158168002446	8301.189347383506	8717.494157154726	7853.9587057894105	8853.04924445276	9144.648484349573	7540.733446944764	7907.101464097385	7935.454217719597	8492.303431632678	9134.523653613145	9338.01024612022	9768.877363642132	10324.940715361561	9115.778114655834	7736.50958919336	8657.119566401308	10176.165032102239	11051.058019795524	9171.15454238932	8995.855415979446	10625.944193713307	8979.618016697184	12360.06928027583	10748.72209872013	10766.047733523865	11076.571238158027	11704.675832149558	9468.181091140761	10387.580990736084	9250.755241005781	8102.628057673591	8076.530340343344	10334.17879820104	7463.703438338713	8343.082265262039	9706.130776770668	8360.703690689545	9248.40105911483	9621.302875763544	10074.463824616994	10084.753164845328	12540.370517770363	9632.062622649999	10743.043403338796
