Taxonomy_highest	Subphylum	Class	Taxonomy_intermediate	Taxonomy_intermediate.1	Taxonomy_intermediate.2	Taxonomy_intermediate.3	Taxonomy_intermediate.4	Taxonomy_genus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Fistulinaceae		Fistulina
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Hydnangiaceae		Hydnangium
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Hygrophoraceae		Humidicutis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Hygrophoraceae		Hygrocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Hygrophoraceae		Hygrophorus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lycoperdaceae		Bovista
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lycoperdaceae		Bovistella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lycoperdaceae		Calvatia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lycoperdaceae		Lycoperdon
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lycoperdaceae		Vascellum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Asterophora
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Calocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Hypsizygus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Lyophyllum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Ossicaulis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Podabrella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Tephrocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Termitomyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Lyophyllaceae		Tricholomella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae		Campanella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae		Chaetocalathus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae		Crinipellis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae		Lentinula
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae		Marasmius
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Marasmiaceae		Moniliophthora
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Mycenastraceae		Mycenastrum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Niaceae		Nia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Nidulariaceae		Crucibulum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Nidulariaceae		Cyathus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Nidulariaceae		Mycocalia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Nidulariaceae		Nidula
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Omphalotaceae		Omphalotus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae		Armillaria
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae		Cyptotrama
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae		Flammulina
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae		Gloiocephala
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae		Guyanagaster
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae		Hymenopellis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Physalacriaceae		Physalacria
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Pleurotaceae		Hohenbuehelia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Pleurotaceae		Pleurotus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Pluteaceae		Chamaeota
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Pluteaceae		Pluteus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Pluteaceae		Volvariella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Pluteaceae		Volvopluteus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Psathyrellaceae		Coprinellus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Psathyrellaceae		Coprinopsis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Psathyrellaceae		Parasola
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Psathyrellaceae		Psathyrella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Schizophyllaceae		Chondrostereum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Schizophyllaceae		Grifola
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Schizophyllaceae		Henningsomyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Schizophyllaceae		Porotheleum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Schizophyllaceae		Schizophyllum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Flammula
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Galerina
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Hypholoma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Kuehneromyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Mythicomyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Nematoloma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Nivatogastrium
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Pachylepyrium
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Phaeomarasmius
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Pholiota
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Pleuroflammula
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Psilocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Stropharia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae		Tubaria
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Alloclavaria
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Ampulloclitocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Anthracophyllum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Arthromyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Baeospora
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Blastosporella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Callistosporium
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Camarophyllopsis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Camarophyllus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Cantharocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Catathelasma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Cheimonophyllum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Chromosera
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Chrysomphalina
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Cleistocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Clitocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Clitocybula
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Collybia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Dendrocollybia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Gliophorus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Gymnopus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Hemimycena
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Hydropus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Infundibulicybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Laccaria
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Lachnella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Lepista
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Leucopaxillus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Lichenomphalia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Macrocystidia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Megacollybia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Melanoleuca
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Mycena
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Neohygrophorus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Panellus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Pleurocybella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Pleurotopsis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Porpoloma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Pseudoarmillariella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Pseudoclitocybe
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Resupinatus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Rhodocollybia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Rickenella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Sarcomyxa
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Squamanita
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Tricholoma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Tricholomopsis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Xeromphalina
Basidiomycota		Agaricomycetes	Agaricomycetidae	Agaricales		Tricholomataceae		Xerotus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Amylocorticiales		Amylocorticiaceae		Amylocorticium
Basidiomycota		Agaricomycetes	Agaricomycetidae	Amylocorticiales		Amylocorticiaceae		Anomoloma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Amylocorticiales		Amylocorticiaceae		Anomoporia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Atheliales		Atheliaceae		Amphinema
Basidiomycota		Agaricomycetes	Agaricomycetidae	Atheliales		Atheliaceae		Athelia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Atheliales		Atheliaceae		Cristinia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Atheliales		Atheliaceae		Fibulorhizoctonia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Atheliales		Atheliaceae		Leptosporomyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Atheliales		Atheliaceae		Piloderma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Atheliales		Atheliaceae		Tylospora
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales				Leucogyrophana
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales		Melanogastraceae		Melanogaster
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales		Stephanosporaceae		Stephanospora
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Aureoboletus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Boletellus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Boletus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Chalciporus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Chamonixia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Leccinum
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Phylloporus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Porphyrellus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Pulveroboletus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Strobilomyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Tylopilus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Xerocomus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Boletineae	Boletaceae		Zangia
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Coniophorineae	Coniophoraceae		Coniophora
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Coniophorineae	Coniophoraceae		Gyrodontium
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Coniophorineae	Hygrophoropsidaceae		Hygrophoropsis
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Coniophorineae	Serpulaceae		Austropaxillus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Coniophorineae	Serpulaceae		Serpula
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Paxilineae			Hydnomerulius
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Paxilineae	Gyrodontaceae		Gyrodon
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Paxilineae	Gyrodontaceae		Paragyrodon
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Paxilineae	Paxillaceae		Paxillus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Sclerodermatineae	Boletinellaceae		Boletinellus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Sclerodermatineae	Boletinellaceae		Phlebopus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Sclerodermatineae	Calostomataceae		Calostoma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Sclerodermatineae	Gyroporaceae		Gyroporus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Sclerodermatineae	Pisolithaceae		Pisolithus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Sclerodermatineae	Sclerodermataceae		Scleroderma
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Suillineae	Gomphidiaceae		Chroogomphus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Suillineae	Gomphidiaceae		Gomphidius
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Suillineae	Rhizopogonaceae		Rhizopogon
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Suillineae	Suillaceae		Suillus
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Suillineae	Truncocolumellaceae		Truncocolumella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Tapinellineae	Tapinellaceae		Bondarcevomyces
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Tapinellineae	Tapinellaceae		Pseudomerulius
Basidiomycota		Agaricomycetes	Agaricomycetidae	Boletales	Tapinellineae	Tapinellaceae		Tapinella
Basidiomycota		Agaricomycetes	Agaricomycetidae	Jaapiales		Jaapiaceae		Jaapia
Basidiomycota		Agaricomycetes	Phallomycetidae	Geastrales		Geastraceae		Geastrum
Basidiomycota		Agaricomycetes	Phallomycetidae	Geastrales		Geastraceae		Myriostoma
Basidiomycota		Agaricomycetes	Phallomycetidae	Geastrales		Geastraceae		Schenella
Basidiomycota		Agaricomycetes	Phallomycetidae	Geastrales		Sphaerobolaceae		Sphaerobolus
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gautieriaceae		Gautieria
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Austrogautieria
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Clavariadelphus
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Gloeocantharellus
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Gomphus
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Kavinia
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Lentaria
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Phaeoclavulina
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Ramaria
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Ramaricium
Basidiomycota		Agaricomycetes	Phallomycetidae	Gomphales		Gomphaceae		Turbinellus
Basidiomycota		Agaricomycetes	Phallomycetidae	Hysterangiales		Hysterangiaceae		Hysterangium
Basidiomycota		Agaricomycetes	Phallomycetidae	Hysterangiales		Hysterangiaceae		Rhopalogaster
Basidiomycota		Agaricomycetes	Phallomycetidae	Phallales		Clathraceae		Pseudocolus
Basidiomycota		Agaricomycetes	Phallomycetidae	Phallales		Phallaceae		Dictyophora
Basidiomycota		Agaricomycetes	Phallomycetidae	Phallales		Phallaceae		Gelopellis
Basidiomycota		Agaricomycetes	Phallomycetidae	Phallales		Phallaceae		Ileodictyon
Basidiomycota		Agaricomycetes	Phallomycetidae	Phallales		Phallaceae		Mutinus
Basidiomycota		Agaricomycetes	Phallomycetidae	Phallales		Phallaceae		Phallus
Basidiomycota		Dacrymycetes		Dacrymycetales		Dacrymycetaceae		Calocera
Basidiomycota		Dacrymycetes		Dacrymycetales		Dacrymycetaceae		Dacrymyces
Basidiomycota		Dacrymycetes		Dacrymycetales		Dacrymycetaceae		Dacryopinax
Basidiomycota		Dacrymycetes		Dacrymycetales		Dacrymycetaceae		Guepiniopsis
Basidiomycota		Dacrymycetes		Dacrymycetales		Dacrymycetaceae		Heterotextus
Basidiomycota		Tremellomycetes						Cryptococcus
Basidiomycota		Tremellomycetes		Cystofilobasidiales				Guehomyces
Basidiomycota		Tremellomycetes		Cystofilobasidiales				Itersonilia
Basidiomycota		Tremellomycetes		Cystofilobasidiales				Mrakiella
Basidiomycota		Tremellomycetes		Cystofilobasidiales				Udeniomyces
Basidiomycota		Tremellomycetes		Cystofilobasidiales		Cystofilobasidiaceae		Cystofilobasidium
Basidiomycota		Tremellomycetes		Cystofilobasidiales		Cystofilobasidiaceae		Mrakia
Basidiomycota		Tremellomycetes		Cystofilobasidiales		Cystofilobasidiaceae		Xanthophyllomyces
Basidiomycota		Tremellomycetes		Filobasidiales		Filobasidiaceae		Filobasidium
Basidiomycota		Tremellomycetes		Holtermanniales				Holtermannia
Basidiomycota		Tremellomycetes		Tremellales				Bullera
Basidiomycota		Tremellomycetes		Tremellales				Cryptotrichosporon
Basidiomycota		Tremellomycetes		Tremellales				Derxomyces
Basidiomycota		Tremellomycetes		Tremellales				Dioszegia
Basidiomycota		Tremellomycetes		Tremellales				Fellomyces
Basidiomycota		Tremellomycetes		Tremellales				Hannaella
Basidiomycota		Tremellomycetes		Tremellales				Kockovaella
Basidiomycota		Tremellomycetes		Tremellales				Trichosporon
Basidiomycota		Tremellomycetes		Tremellales				Tsuchiyaea
Basidiomycota		Tremellomycetes		Tremellales		Sirobasidiaceae		Fibulobasidium
Basidiomycota		Tremellomycetes		Tremellales		Sirobasidiaceae		Sirobasidium
Basidiomycota		Tremellomycetes		Tremellales		Syzygosporaceae		Syzygospora
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Asterotremella
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Bulleribasidium
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Bulleromyces
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Cuniculitrema
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Filobasidiella
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Papiliotrema
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Tetragoniomyces
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Tremella
Basidiomycota		Tremellomycetes		Tremellales		Tremellaceae		Trimorphomyces
Basidiomycota	Basidiomycota incertae sedis							Mycaureola
Basidiomycota	Basidiomycota incertae sedis	Entorrhizomycetes		Entorrhizales		Entorrhizaceae		Entorrhiza
Basidiomycota	Basidiomycota incertae sedis	Wallemiomycetes		Wallemiales				Wallemia
Basidiomycota	Pucciniomycotina		Classiculomycetes	Classiculales				Classicula
Basidiomycota	Pucciniomycotina		Cystobasidiomycetes	Cystobasidiales		Cystobasidiaceae		Cystobasidium
Basidiomycota	Pucciniomycotina		Cystobasidiomycetes	Erythrobasidiales				Bannoa
Basidiomycota	Pucciniomycotina		Cystobasidiomycetes	Erythrobasidiales				Erythrobasidium
Basidiomycota	Pucciniomycotina		Cystobasidiomycetes	Erythrobasidiales				Occultifur
Basidiomycota	Pucciniomycotina		Cystobasidiomycetes	Erythrobasidiales				Sakaguchia
Basidiomycota	Pucciniomycotina		Cystobasidiomycetes	Naohideales				Naohidea
Basidiomycota	Pucciniomycotina		Microbotryomycetes					Colacogloea
Basidiomycota	Pucciniomycotina		Microbotryomycetes					Glaciozyma
Basidiomycota	Pucciniomycotina		Microbotryomycetes					Kriegeria
Basidiomycota	Pucciniomycotina		Microbotryomycetes			Camptobasidiaceae		Camptobasidium
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Heterogastridiales		Heterogastridiaceae		Heterogastridium
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Leucosporidiales		Leucosporidiaceae		Leucosporidium
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Leucosporidiales		Leucosporidiaceae		Mastigobasidium
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Microbotryales		Microbotryaceae		Microbotryum
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Microbotryales		Microbotryaceae		Sphacelotheca
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Microbotryales		Ustilentylomataceae		Ustilentyloma
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Sporidiobolales				Rhodosporidium
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Sporidiobolales				Rhodotorula
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Sporidiobolales				Sporidiobolus
Basidiomycota	Pucciniomycotina		Microbotryomycetes	Sporidiobolales				Sporobolomyces
Basidiomycota	Pucciniomycotina		Mixiomycetes	Mixiales		Mixiaceae		Mixia
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Helicobasidiales				Helicobasidium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pachnocybales		Pachnocybaceae		Pachnocybe
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Platygloeales		Eocronartiaceae		Eocronartium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Platygloeales		Platygloeaceae		Biatoropsis
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Platygloeales		Platygloeaceae		Insolibasidium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Platygloeales		Platygloeaceae		Jola
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Platygloeales		Platygloeaceae		Platygloea
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales				Aecidium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales				Blastospora
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales				Caeoma
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales				Hemileia
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales				Physopella
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales				Ravenelia
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales				Uredo
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Chaconiaceae		Ochropsora
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Chaconiaceae		Olivea
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Coleosporiaceae		Chrysomyxa
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Coleosporiaceae		Coleosporium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Cronartiaceae		Cronartium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Cronartiaceae		Endocronartium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Melampsoraceae		Melampsora
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phakopsoraceae		Batistopsora
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phakopsoraceae		Dasturella
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phakopsoraceae		Phakopsora
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phakopsoraceae		Prospodium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phragmidiaceae		Gerwasia
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phragmidiaceae		Gymnoconia
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phragmidiaceae		Kuehneola
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phragmidiaceae		Phragmidium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Phragmidiaceae		Trachyspora
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Pileolariaceae		Endoraecium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Pileolariaceae		Pileolaria
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Pileolariaceae		Racospermyces
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Pileolariaceae		Uromycladium
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Pucciniaceae		Allodus
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Pucciniaceae		Cumminsiella
Basidiomycota	Pucciniomycotina		Pucciniomycetes	Pucciniales		Pucciniaceae		Gymnosporangium
