Taxonomy_highest	Subphylum	Class	Taxonomy_intermediate	Taxonomy_intermediate.1	Taxonomy_intermediate.2	Taxonomy_intermediate.3	Taxonomy_intermediate.4	Taxonomy_genus
Ascomycota								Acremonium
Ascomycota								Alatospora
Ascomycota								Allantophoma
Ascomycota								Anguillospora
Ascomycota								Aphanocladium
Ascomycota								Aquaphila
Ascomycota								Bahusakala
Ascomycota								Berkleasmium
Ascomycota								Bispora
Ascomycota								Brachiosphaera
Ascomycota								Brachyconidiella
Ascomycota								Calcarisporium
Ascomycota								Cancellidium
Ascomycota								Cephaliophora
Ascomycota								Chaetasbolisia
Ascomycota								Cheiromoniliophora
Ascomycota								Cirrenalia
Ascomycota								Coniosporium
Ascomycota								Dichotomophthora
Ascomycota								Diehliomyces
Ascomycota								Duddingtonia
Ascomycota								Eladia
Ascomycota								Endoconidioma
Ascomycota								Engyodontium
Ascomycota								Flammispora
Ascomycota								Gliocephalis
Ascomycota								Goniopila
Ascomycota								Heliocephala
Ascomycota								Helminthosporium
Ascomycota								Hormococcus
Ascomycota								Humicola
Ascomycota								Hyphozyma
Ascomycota								Infundibulomyces
Ascomycota								Lecophagus
Ascomycota								Lemonniera
Ascomycota								Leptodontidium
Ascomycota								Lunulospora
Ascomycota								Microsphaeropsis
Ascomycota								Moniliella
Ascomycota								Mycochaetophora
Ascomycota								Neoplaconema
Ascomycota								Neta
Ascomycota								Ochroconis
Ascomycota								Orbimyces
Ascomycota								Paliphora
Ascomycota								Paracostantinella
Ascomycota								Phacellium
Ascomycota								Phaeoisariopsis
Ascomycota								Phaeomoniella
Ascomycota								Phaeosclera
Ascomycota								Phaeotheca
Ascomycota								Phialemonium
Ascomycota								Phialocephala
Ascomycota								Pleurophragmium
Ascomycota								Polyschema
Ascomycota								Pseudocladosporium
Ascomycota								Pseudodictyosporium
Ascomycota								Pseudosigmoidea
Ascomycota								Pseudotaeniolina
Ascomycota								Pulchromyces
Ascomycota								Rhizosphaera
Ascomycota								Rhynchosporium
Ascomycota								Robillarda
Ascomycota								Scleroconidioma
Ascomycota								Scolecobasidiella
Ascomycota								Scolecobasidium
Ascomycota								Sirococcus
Ascomycota								Sirodesmium
Ascomycota								Speiropsis
Ascomycota								Sphaerographium
Ascomycota								Sporendonema
Ascomycota								Sporidesmium
Ascomycota								Stanjemonium
Ascomycota								Symbiotaphrina
Ascomycota								Synchaetomella
Ascomycota								Termitaria
Ascomycota								Tetrachaetum
Ascomycota								Tetracladium
Ascomycota								Thermomyces
Ascomycota								Trichocladium
Ascomycota								Trichothecium
Ascomycota								Tricladium
Ascomycota								Tritirachium
Ascomycota								Troposporella
Ascomycota								Tumularia
Ascomycota								Verticimonosporium
Ascomycota								Xenobotrytis
Ascomycota								Xylomyces
Ascomycota								Zalerion
Ascomycota						Coniocybaceae		Chaenotheca
Ascomycota						Mastodiaceae		Mastodia
Ascomycota	Pezizomycotina							Asterosporium
Ascomycota	Pezizomycotina							Pleiochaeta
Ascomycota	Pezizomycotina							Sarcosagium
Ascomycota	Pezizomycotina							Torula
Ascomycota	Pezizomycotina							Trizodia
Ascomycota	Pezizomycotina							Vezdaeaceae
Ascomycota	Pezizomycotina					Coccodiniaceae		Coccodinium
Ascomycota	Pezizomycotina					Thelocarpaceae		Thelocarpella
Ascomycota	Pezizomycotina					Thelocarpaceae		Thelocarpon
Ascomycota	Pezizomycotina			Medeolariales		Medeolariaceae		Medeolaria
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales				Alyxoria
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales				Herpothallon
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Arthoniaceae		Arthonia
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Arthoniaceae		Arthothelium
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Arthoniaceae		Briancoppinsia
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Arthoniaceae		Reichlingia
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Arthoniaceae		Sagenidiopsis
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Arthoniaceae		Tylophoron
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Chrysotrichaceae		Chrysothrix
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Opegraphaceae		Opegrapha
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Chiodecton
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Combea
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Dendrographa
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Enterographa
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Erythrodecton
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Gorgadesia
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Hubbsia
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Ingaderia
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Lecanactis
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Roccella
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Roccellina
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Schismatomma
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Schizopelte
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Sigridea
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Simonyella
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellaceae		Syncesia
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellographaceae		Dimidiographa
Ascomycota	Pezizomycotina	Arthoniomycetes		Arthoniales		Roccellographaceae		Roccellographa
Ascomycota	Pezizomycotina	Dothideomycetes						Acidomyces
Ascomycota	Pezizomycotina	Dothideomycetes						Acrocordia
Ascomycota	Pezizomycotina	Dothideomycetes						Asteromella
Ascomycota	Pezizomycotina	Dothideomycetes						Botryomyces
Ascomycota	Pezizomycotina	Dothideomycetes						Catinella
Ascomycota	Pezizomycotina	Dothideomycetes						Cenococcum
Ascomycota	Pezizomycotina	Dothideomycetes						Cryomyces
Ascomycota	Pezizomycotina	Dothideomycetes						Cyclothyrium
Ascomycota	Pezizomycotina	Dothideomycetes						Cystocoleus
Ascomycota	Pezizomycotina	Dothideomycetes						Dangeardiella
Ascomycota	Pezizomycotina	Dothideomycetes						Epicoccum
Ascomycota	Pezizomycotina	Dothideomycetes						Farlowiella
Ascomycota	Pezizomycotina	Dothideomycetes						Halokirschsteiniothelia
Ascomycota	Pezizomycotina	Dothideomycetes						Leptospora
Ascomycota	Pezizomycotina	Dothideomycetes						Lichenoconium
Ascomycota	Pezizomycotina	Dothideomycetes						Minutisphaera
Ascomycota	Pezizomycotina	Dothideomycetes						Muyocopron
Ascomycota	Pezizomycotina	Dothideomycetes						Mycopepon
Ascomycota	Pezizomycotina	Dothideomycetes						Ocala
Ascomycota	Pezizomycotina	Dothideomycetes						Paraliomyces
Ascomycota	Pezizomycotina	Dothideomycetes						Paramicrothyrium
Ascomycota	Pezizomycotina	Dothideomycetes						Phaeocryptopus
Ascomycota	Pezizomycotina	Dothideomycetes						Racodium
Ascomycota	Pezizomycotina	Dothideomycetes						Saccardoella
Ascomycota	Pezizomycotina	Dothideomycetes						Saccothecium
Ascomycota	Pezizomycotina	Dothideomycetes						Tyrannosorus
Ascomycota	Pezizomycotina	Dothideomycetes						Xenolophium
Ascomycota	Pezizomycotina	Dothideomycetes				Argynnaceae		Lepidopterella
Ascomycota	Pezizomycotina	Dothideomycetes				Asterinaceae		Asterina
Ascomycota	Pezizomycotina	Dothideomycetes				Asterinaceae		Aulographina
Ascomycota	Pezizomycotina	Dothideomycetes				Asterinaceae		Mahanteshomyces
Ascomycota	Pezizomycotina	Dothideomycetes				Kirschsteiniotheliaceae		Kirschsteiniothelia
Ascomycota	Pezizomycotina	Dothideomycetes				Meliolinaceae		Meliolina
Ascomycota	Pezizomycotina	Dothideomycetes				Micropeltidaceae		Micropeltis
Ascomycota	Pezizomycotina	Dothideomycetes				Micropeltidaceae		Stomiopeltis
Ascomycota	Pezizomycotina	Dothideomycetes				Monoblastiaceae		Anisomeridium
Ascomycota	Pezizomycotina	Dothideomycetes				Monoblastiaceae		Megalotremis
Ascomycota	Pezizomycotina	Dothideomycetes				Monoblastiaceae		Trypetheliopsis
Ascomycota	Pezizomycotina	Dothideomycetes				Natipusillaceae		Natipusilla
Ascomycota	Pezizomycotina	Dothideomycetes				Planistromellaceae		Comminutispora
Ascomycota	Pezizomycotina	Dothideomycetes				Pseudoperisporiaceae		Bryochiton
Ascomycota	Pezizomycotina	Dothideomycetes				Pseudoperisporiaceae		Lizonia
Ascomycota	Pezizomycotina	Dothideomycetes				Strigulaceae		Flavobathelium
Ascomycota	Pezizomycotina	Dothideomycetes				Strigulaceae		Phyllobathelium
Ascomycota	Pezizomycotina	Dothideomycetes				Strigulaceae		Strigula
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Acanthostigma
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Acanthostigmella
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Chlamydotubeufia
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Helicoma
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Helicomyces
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Helicosporium
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Thaxteriella
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Thaxteriellopsis
Ascomycota	Pezizomycotina	Dothideomycetes				Tubeufiaceae		Tubeufia
Ascomycota	Pezizomycotina	Dothideomycetes				Zopfiaceae		Caryospora
Ascomycota	Pezizomycotina	Dothideomycetes				Zopfiaceae		Didymocrea
Ascomycota	Pezizomycotina	Dothideomycetes				Zopfiaceae		Zopfia
Ascomycota	Pezizomycotina	Dothideomycetes		Acrospermales		Acrospermaceae		Acrospermum
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Barriopsis
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Botryosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Chaetoconis
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Diplodia
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Dothiorella
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Guignardia
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Lasiodiplodia
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Macrophomina
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Melanops
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Neodeightonia
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Neofusicoccum
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Neoscytalidium
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Otthia
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Phaeobotryon
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Phaeobotryosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Phyllosticta
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Pseudofusicoccum
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Saccharata
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Spencermartinsia
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Sphaeropsis
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Stenocarpella
Ascomycota	Pezizomycotina	Dothideomycetes		Botryosphaeriales		Botryosphaeriaceae		Taeniolella
Ascomycota	Pezizomycotina	Dothideomycetes		Microthyriales		Microthyriaceae		Microthyrium
Ascomycota	Pezizomycotina	Dothideomycetes		Patellariales				Hysteropatella
Ascomycota	Pezizomycotina	Dothideomycetes		Patellariales		Patellariaceae		Patellaria
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales				Mycomicrothelia
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales		Trypetheliaceae		Aptrootia
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales		Trypetheliaceae		Astrothelium
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales		Trypetheliaceae		Bathelium
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales		Trypetheliaceae		Cryptothelium
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales		Trypetheliaceae		Laurera
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales		Trypetheliaceae		Pseudopyrenula
Ascomycota	Pezizomycotina	Dothideomycetes		Trypetheliales		Trypetheliaceae		Trypethelium
Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Sympoventuriaceae		Fusicladium
Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Venturiaceae		Apiosporina
Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Venturiaceae		Gibbera
Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Venturiaceae		Metacoleroa
Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Venturiaceae		Phragmogibbera
Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Venturiaceae		Protoventuria
Ascomycota	Pezizomycotina	Dothideomycetes		Venturiales		Venturiaceae		Venturia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales				Elasticomyces
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales				Microcyclospora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales				Penidiella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales				Readeriella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales				Recurvomyces
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales				Tripospermum
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Antennariella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Capnodium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Conidioxyphium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Leptoxyphium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Microxyphium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Phragmocapnias
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Polychaeton
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae		Scorias
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Davidiellaceae		Cladosporium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Davidiellaceae		Davidiella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Davidiellaceae		Graphiopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Davidiellaceae		Rachicladosporium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Davidiellaceae		Toxicocladosporium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Dissoconiaceae		Dissoconium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Dissoconiaceae		Ramichloridium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Dissoconiaceae		Uwebraunia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Euantennariaceae		Rasutoria
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Brunneosphaerella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Cercospora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Cercosporella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Cercostigmina
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Cymadothea
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Dothistroma
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Microcyclosporella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Miuraea
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Mycosphaerella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Passalora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Phaeophleospora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Phloeospora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Pseudocercospora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Pseudocercosporella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Ramularia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Ramulispora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Scirrhia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Septoria
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Sphaerulina
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Staninwardia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Stenella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Sthughesia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Verrucisporota
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Xenomeris
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Zasmidium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae		Zymoseptoria
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Piedraiaceae		Piedraia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae		Batcheloromyces
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae		Baudoinia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae		Capnobotryella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae		Catenulostroma
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae		Devriesia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae		Friedmanniomyces
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae		Teratosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Biatriospora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Coleophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Hortaea
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Lineolata
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Macrovalsaria
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Neopeckia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Roussoellopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales				Selenophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothideaceae		Bagnisiella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothideaceae		Coniozyma
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothideaceae		Dothidea
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothideaceae		Stylodothis
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Aureobasidium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Columnosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Delphinella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Dothiora
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Hormonema
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Kabatiella
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Plowrightia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae		Sydowia
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Myriangiales				Endosporium
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Myriangiales		Elsinoaceae		Elsinoe
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Myriangiales		Elsinoaceae		Sphaceloma
Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Myriangiales		Myriangiaceae		Myriangium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae			Pleosporomycetidae incertae sedis		Glonium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Gloniopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Hysterium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Hysterobrevium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Hysterographium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Oedohysterium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Ostreichnion
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Psiloglonium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae		Rhytidhysteron
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Jahnulales				Manglicola
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Jahnulales				Megalohypha
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Jahnulales		Aliquandostipitaceae		Aliquandostipite
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Jahnulales		Aliquandostipitaceae		Jahnula
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Mytilinidiales		Mytilinidiaceae		Lophium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Mytilinidiales		Mytilinidiaceae		Mytilinidion
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Acrocordiopsis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Ascochyta
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Ascorhombispora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Astrosphaeriella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Byssolophis
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Camarosporium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Carinispora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Chaetodiplodia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Chaetophoma
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Chalastospora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Coniothyrium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Corynespora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Dictyosporium
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Floricola
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Halotthia
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Heleiosa
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Hiogispora
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Julella
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Lophiotrema
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Massariosphaeria
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Mauritiana
Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales				Monascostroma
