"Superkingdom"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"6561"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaaluminosa"
"6562"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaamoyensis"
"6563"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaantibiotica"
"6564"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellacatacumbae"
"6565"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaendophytica"
"6566"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaflavida"
"6567"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaginsengisoli"
"6568"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellahippodromi"
"6569"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaitalica"
"6570"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellajejuensis"
"6571"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellakaroonensis"
"6572"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellalupini"
"6573"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellamirabilis"
"6574"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellapittospori"
"6575"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellapodocarpi"
"6576"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasancticallisti"
"6577"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasandramycini"
"6578"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellashirazensis"
"6579"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasolani"
"6580"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasoli"
"6581"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasp.50410"
"6582"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasp.ALI-6-A"
"6583"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasp.ID05-A0415"
"6584"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasp.NEAU-SW521"
"6585"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasp.UTMC1142"
"6586"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasp.YM53"
"6587"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellasp.YM55"
"6588"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"Kribbellaswartbergensis"
"6589"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	""
"6590"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	"unculturedKribbellasp."
"6591"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolaaequoreus"
"6592"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolaaurantiacus"
"6593"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolaginsengisoli"
"6594"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolapocheonensis"
"6595"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolascoriae"
"6596"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolasolisilvae"
"6597"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolasp.4Q3S-7"
"6598"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolasp.Leaf446"
"6599"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolasp.LR61"
"6600"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	"Marmoricolasp.URHB0036"
"6601"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	""
"6602"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Micropruina"	"Micropruinaglycogenica"
"6603"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Mumia"	"Mumiaflava"
"6604"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioidaceae_UN"	""
"6605"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioidaceae_UN"	"NocardioidaceaebacteriumBroad-1"
"6606"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	""
"6607"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesalkalitolerans"
"6608"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesallogilvus"
"6609"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesalpinus"
"6610"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesaromaticivorans"
"6611"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesbaekrokdamisoli"
"6612"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidescurrus"
"6613"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesdaejeonensis"
"6614"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesdokdonensis"
"6615"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesexalbidus"
"6616"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesgilvus"
"6617"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioideshalotolerans"
"6618"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesimmobilis"
"6619"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesinsulae"
"6620"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesjensenii"
"6621"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioideslianchengensis"
"6622"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesluteus"
"6623"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidespsychrotolerans"
"6624"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessediminis"
"6625"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessolisilvae"
"6626"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp."
"6627"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.601"
"6628"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.603"
"6629"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.616"
"6630"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.78"
"6631"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.AL050511-10"
"6632"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.C190"
"6633"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.CCTCCAB2018079"
"6634"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.CF167"
"6635"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.CF204"
"6636"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.CF479"
"6637"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.CF8"
"6638"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.DF412"
"6639"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.FMN08"
"6640"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.HY056"
"6641"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.HY057"
"6642"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Iso805N"
"6643"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.J54"
"6644"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.JS1661"
"6645"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.JS614"
"6646"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.K1W22B-1"
"6647"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.KP7"
"6648"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Leaf285"
"6649"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Leaf307"
"6650"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.LS1"
"6651"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.PD653-B2"
"6652"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.PD653"
"6653"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root122"
"6654"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root1257"
"6655"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root140"
"6656"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root151"
"6657"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root190"
"6658"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root224"
"6659"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root240"
"6660"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root614"
"6661"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root682"
"6662"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Root79"
"6663"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Soil774"
"6664"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Soil777"
"6665"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Soil796"
"6666"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Soil797"
"6667"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.Soil805"
"6668"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.SZ4R5S7"
"6669"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.URHA0020"
"6670"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.URHA0032"
"6671"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.WS12"
"6672"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.WSJ-1"
"6673"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.X2025"
"6674"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.XL1"
"6675"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.YIMART13"
"6676"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidessp.YR527"
"6677"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesszechwanensis"
"6678"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesterrae"
"6679"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"Nocardioidesterrigena"
"6680"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"unculturedNocardioidessp."
"6681"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Pimelobacter"	""
"6682"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Pimelobacter"	"Pimelobactersimplex"
"6683"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Pimelobacter"	"Pimelobactersp."
"6684"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Pimelobacter"	"unculturedPimelobactersp."
"6685"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Propionicicella"	"Propionicicellasuperfundia"
"6686"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Propionicimonas"	"Propionicimonaspaludicola"
"6687"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Thermasporomyces"	"Thermasporomycescomposti"
"6688"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	"Acidipropionibacteriumacidipropionici"
"6689"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	"Acidipropionibacteriumdamnosum"
"6690"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	"Acidipropionibacteriumjensenii"
"6691"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	"Acidipropionibacteriummicroaerophilum"
"6692"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	"Acidipropionibacteriumolivae"
"6693"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	"Acidipropionibacteriumthoenii"
"6694"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	"Acidipropionibacteriumvirtanenii"
"6695"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Acidipropionibacterium"	""
"6696"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Aestuariimicrobium"	"Aestuariimicrobiumkwangyangense"
"6697"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Auraticoccus"	"Auraticoccusmonumenti"
"6698"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Cutibacterium"	"[Propionibacterium]humerusii"
"6699"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Cutibacterium"	"[Propionibacterium]namnetense"
"6700"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Cutibacterium"	"Cutibacteriumacnes"
"6701"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Cutibacterium"	"Cutibacteriumavidum"
"6702"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Cutibacterium"	"Cutibacteriumgranulosum"
"6703"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Cutibacterium"	""
"6704"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Granulicoccus"	"Granulicoccusphenolivorans"
"6705"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Luteococcus"	"Luteococcusjaponicus"
"6706"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Microlunatus"	"Microlunatusphosphovorus"
"6707"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Microlunatus"	"Microlunatussoli"
"6708"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Microlunatus"	""
"6709"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	""
"6710"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"Propionibacteriaceaebacterium16Sb5-5"
"6711"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"PropionibacteriaceaebacteriumCPCC204711"
"6712"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"PropionibacteriaceaebacteriumES.041"
"6713"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"PropionibacteriaceaebacteriumMOB600"
"6714"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"PropionibacteriaceaebacteriumNML020265"
"6715"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"PropionibacteriaceaebacteriumNML030167"
"6716"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"PropionibacteriaceaebacteriumNML061049"
"6717"	"Bacteria"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Propionibacteriales"	"Propionibacteriaceae"	"Propionibacteriaceae_UN"	"PropionibacteriaceaebacteriumNML090529"
