log2FoldChange	pvalue
EC:2.6.1.105	0.415216909280862	1.04443624156113e-06
EC:4.4.1.1	0.413532996587881	9.07576557640595e-06
EC:3.1.4.59	0.41177360657539	6.84574382012304e-09
EC:1.13.11.38	0.407748221752563	0.000364084586806564
EC:1.2.7.10	0.407357674645289	8.41267912244455e-06
EC:2.1.1.332	0.407236051843785	0.00933677552456612
EC:1.8.5.4	0.405923770529872	2.05720880702753e-05
EC:1.3.7.9	0.405539434743598	3.0233932952954e-16
EC:3.5.1.82	0.404320728930526	1.79616137543614e-15
EC:4.2.2.8	0.392474245440675	9.60367359103476e-11
EC:3.4.14.11	0.392437002627809	2.44989447824908e-06
EC:3.5.3.4	0.392048602142122	5.55621437596949e-06
EC:4.2.3.152	0.388008961742963	0.00758899883245914
EC:2.1.2.5	0.385390389017492	2.01872276861709e-06
EC:1.1.2.6	0.381380873317266	9.0269619642139e-14
EC:4.1.1.76	0.380239227660752	0.000248704101691539
EC:1.3.1.1	0.376316841651382	7.82198937116544e-11
EC:3.6.3.3	0.37522764683027	6.27726869309157e-10
EC:3.5.1.26	0.375181184108641	2.49585481297121e-07
EC:5.1.1.21	0.371600891351956	1.67652899371985e-08
EC:1.7.2.4	0.369959053225345	7.83274167277821e-09
EC:2.1.1.72	0.366768439737138	1.78243876499636e-15
EC:2.3.1.245	0.365721658663383	0.00573931436741903
EC:5.1.2.1	0.360468817763877	1.12751405174308e-06
EC:2.3.2.3	0.355386732044392	1.74915743588275e-08
EC:2.1.1.234	0.353292483784171	0.0119281029285732
EC:2.4.1.317	0.350928377530299	0.000126330067748658
EC:4.1.2.27	0.349989985409531	0.00303308276176934
EC:3.2.1.184	0.349188046221786	0.00080876792997016
EC:2.7.11.1	0.348624502495827	1.35326201805073e-32
EC:3.7.1.25	0.343961618125403	2.7176416513604e-05
EC:2.1.1.315	0.343374181546733	0.00484131614580461
EC:1.7.2.1	0.343168280315645	7.92748511089303e-07
EC:2.1.1.137	0.341405458772422	3.10673532910968e-10
EC:5.3.1.14	0.338955768287512	0.00975173929579456
EC:4.99.1.12	0.33731793614257	1.0484240254382e-09
EC:3.5.2.7	0.335119257046893	3.16523889650069e-32
EC:1.3.7.7	0.335009816410807	6.9042098179252e-06
EC:2.5.1.63	0.335009241624308	0.0108109911788392
EC:2.4.1.320	0.334052105948301	0.00101168681275896
EC:1.1.5.8	0.331685493158044	1.45169861796898e-14
EC:4.4.1.37	0.331202446345306	5.80972418883452e-07
EC:3.5.4.2	0.323954793048914	1.75917993881686e-27
EC:6.1.1.22	0.32380339443919	2.59393167138128e-10
EC:2.5.1.101	0.323707878058452	2.4472662959018e-06
EC:4.1.1.63	0.322810256076959	0.000159515338874368
EC:1.1.5.2	0.321184967492096	4.96302731758103e-14
EC:5.4.99.13	0.318757181421031	0.0144438819492535
EC:1.8.1.14	0.316065679063708	0.00749871173937605
EC:6.4.1.7	0.315749836776513	9.49093693572326e-07
EC:1.1.1.88	0.315563588991962	0.00680485463721789
EC:2.5.1.143	0.31115208852264	1.63617317154723e-05
EC:3.5.1.81	0.310320324003268	1.11069520457167e-17
EC:2.1.1.302	0.310278949936531	5.31991620228354e-07
EC:1.21.4.1	0.310086505664047	0.0110510230835975
EC:3.1.3.1	0.306274965302608	9.48979610787644e-24
EC:6.3.1.5	0.304299571869902	9.74002513307911e-06
EC:3.4.14.5	0.301962579156421	3.06948036900471e-16
EC:1.1.5.12	0.299985098037332	0.00307227536140169
EC:3.1.1.96	0.299571801283744	2.56784067208961e-07
EC:2.7.8.33	0.29622282991397	2.26874422471497e-13
EC:5.1.3.22	0.295565388125109	2.25998388654684e-05
EC:3.1.4.4	0.29381318540863	0.00854041793361187
EC:2.5.1.120	0.293744358258845	3.38233069538594e-09
EC:3.4.14.12	0.29017991288503	3.63232936912358e-06
EC:2.5.1.16	0.289707975792026	7.59654685497872e-16
EC:1.1.9.1	0.286801112924486	1.73653912615036e-14
EC:1.1.1.370	0.286714149606589	1.39741906168918e-10
EC:4.3.99.3	0.284491177280284	1.30200240746439e-07
EC:2.6.1.85	0.282812452429915	6.26368442790213e-09
EC:2.3.1.197	0.280806595416514	0.0094376457061025
EC:3.5.2.10	0.27967114276024	2.11783076121215e-05
EC:1.1.1.35	0.276542042034055	5.40077404297466e-10
EC:2.7.1.15	0.275594421611489	1.55739723716615e-10
EC:2.1.3.12	0.274846167877057	7.07989190461575e-12
EC:3.3.2.14	0.274186366380613	0.0035273680318829
EC:3.1.3.70	0.273649221926588	0.00292056810491483
EC:2.6.1.112	0.270012956157501	4.53749977580031e-05
EC:1.21.98.1	0.269271323853542	2.01710896107262e-08
EC:3.5.2.20	0.269250531510749	8.90100856132454e-06
EC:3.6.1.13	0.267544631190631	0.000274190543863567
EC:4.2.1.151	0.267505687420224	0.000237915866511827
EC:5.5.1.23	0.266121898297184	0.00414996932353493
EC:5.4.2.12	0.265960271160376	3.39712548813116e-16
EC:5.1.1.17	0.263573056439765	6.72559379314733e-10
EC:3.4.11.19	0.259628780618218	1.09758675311945e-24
EC:2.7.7.23	0.259176599970223	8.25855083314172e-05
EC:2.4.2.28	0.25847632755818	3.09787666800754e-06
EC:1.5.1.49	0.258451405389699	7.04411085370837e-10
EC:3.5.1.125	0.257981824879826	0.000548728554140896
EC:6.1.1.18	0.257921948476101	7.70481405994900e-10
EC:2.1.1.148	0.257420210893403	4.62557655148839e-09
EC:1.14.13.209	0.256928496533304	0.011412814437958
EC:2.3.1.191	0.255747779447226	1.59405189609299e-08
EC:7.1.1.6	0.255715913816014	1.00759299582225e-09
EC:4.3.1.1	0.255072229027818	1.68109860297984e-06
EC:1.11.1.5	0.254320380481992	2.62371815028442e-06
EC:3.8.1.8	0.253486047753573	1.22176279488237e-06
EC:2.6.1.51	0.253334093808802	1.407936169e-05
EC:3.4.11.6	0.253093831992415	0.000542733489746271
EC:3.4.15.6	0.252854779086373	0.000668542121223809
EC:3.4.25.1	0.249871184277573	0.000140240633559316
EC:5.1.3.23	0.242074691899646	1.17293596672293e-06
EC:3.4.11.9	0.241431071483807	4.7131189753534e-09
EC:3.4.17.19	0.241424928787043	3.13171778162017e-05
EC:1.14.15.32	0.241361613814531	3.9351579259087e-05
EC:3.1.21.2	0.240935803350137	7.22135986080543e-08
EC:1.1.1.298	0.240919562730378	0.0102773889571966
EC:2.1.1.316	0.240751601937483	0.000596044788907369
EC:1.13.11.16	0.240488369909363	0.000153069227921956
EC:1.4.1.3	0.239865861483227	1.07950217049936e-10
EC:5.3.1.23	0.239686983411338	8.70474069246484e-07
EC:3.5.99.6	0.239359828867687	1.36776828703588e-05
EC:1.5.5.2	0.239308008744917	3.56746155096959e-06
EC:3.5.1.91	0.239098554522879	6.81489019742147e-18
EC:1.2.7.3	0.238256092041941	8.49973629631076e-18
EC:2.4.2.2	0.237968841092989	1.42712520015504e-05
EC:4.1.1.105	0.237654981434894	7.11099929859503e-15
EC:3.7.1.8	0.237338361280274	0.000345210546558587
EC:6.1.1.12	0.236519105334183	5.50300802944234e-09
EC:3.4.11.25	0.232157272033993	2.403458785838e-05
EC:6.3.5.4	0.231543365078131	3.39758107432465e-18
EC:2.6.1.88	0.230853584341525	0.000186409657461403
EC:1.1.3.46	0.227469371944245	8.98811969678e-05
EC:1.1.1.407	0.226894434174111	0.00597425512062034
EC:5.1.3.24	0.226479387725263	4.02914429846756e-11
EC:3.1.4.53	0.222463289365628	1.33829945458969e-26
EC:4.4.1.11	0.221065879534467	3.4499085731413e-06
EC:4.2.1.82	0.220999972051728	0.0047235323394423
EC:2.8.3.15	0.219705443309914	0.0033318647531719
EC:2.7.4.9	0.219283450074747	2.78426503788582e-09
EC:6.3.4.20	0.218483341325925	2.97946642914212e-05
EC:2.5.1.94	0.217738996800835	0.00501687426872335
EC:2.4.2.45	0.214735882942404	0.00533302338977565
EC:1.1.1.382	0.214519986777598	0.000450761319204852
EC:2.3.1.193	0.214405395236186	0.00486249067987446
EC:1.1.1.369	0.2135296596581	1.50744830315602e-24
EC:5.4.2.7	0.213512650689153	0.000267195363299562
EC:3.1.1.106	0.213465787246962	0.0123296522893405
EC:2.3.1.15	0.213083796732486	0.000204396263050386
EC:2.6.1.102	0.21255260089915	7.96048280815249e-06
EC:2.4.1.315	0.21229600823079	0.00223313759994801
EC:1.17.1.4	0.212044788060537	5.36822677739488e-14
EC:1.21.98.3	0.210091316936658	1.32293254425096e-05
EC:5.1.3.14	0.209357860648685	0.00185601639363947
EC:7.3.2.7	0.207786391689017	0.000544461409779644
EC:1.3.3.4	0.207517559357125	7.44059762487908e-05
EC:1.1.1.2	0.206277330891863	0.00381338902528876
EC:4.2.1.70	0.205225556715914	0.0134246749247421
EC:3.5.3.1	0.205218387698364	0.000240626239994861
EC:2.9.1.1	0.204140530773543	2.91077185081172e-05
EC:3.5.1.77	0.203054747409943	1.70742050864744e-05
EC:3.1.4.55	0.200678567417182	0.0119931624951114
EC:3.6.1.41	0.199545476683593	5.21050489848695e-05
EC:4.2.1.145	0.198559512612075	0.00227465019174282
EC:2.1.1.222	0.19785027929998	6.61280175382132e-22
EC:2.3.1.275	0.197018720998186	0.00319804086954701
EC:1.1.1.281	0.195276288259811	0.00205819342523042
EC:1.1.1.18	0.194252681616023	2.67777793897858e-10
EC:4.1.2.20	0.194191281795559	0.000549644679778309
EC:1.1.1.205	0.193627598216319	6.53530136919772e-15
EC:3.5.1.100	0.191544531458288	0.0142877068449249
EC:1.1.1.132	0.189624789838094	0.00178847350098942
EC:2.7.1.168	0.188867900725065	0.00116504845099933
EC:1.13.11.54	0.186174520391339	0.000748153354897595
EC:3.5.1.9	0.183602923105999	2.97326713444713e-05
EC:1.11.1.18	0.183328157485745	0.00211226451634749
EC:2.7.7.9	0.181466126590699	8.85668004815389e-10
EC:2.1.1.163	0.180582391022388	1.89962777163556e-26
EC:1.14.19.49	0.179816601945242	0.00170394048360643
EC:1.3.5.4	0.178969992901779	2.45357602412574e-10
EC:3.5.1.11	0.177284169800971	3.85629818488359e-05
EC:2.7.1.165	0.177221195471186	0.00116232370359712
EC:1.9.6.1	0.174946893317607	1.855082210873e-09
EC:3.5.4.45	0.174204796551027	0.00947040729527445
EC:1.2.1.88	0.173496391217543	5.49892516264459e-07
EC:2.4.2.59	0.173126743899852	1.23093505340431e-08
EC:1.2.1.5	0.167471215430943	1.68991569465056e-06
EC:1.14.14.3	0.167029924073072	1.55213988184661e-05
EC:3.4.21.105	0.166965927391003	2.71263735604995e-06
EC:1.3.99.38	0.16616353705593	0.000623025973356803
EC:2.5.1.129	0.163768814093729	0.0142411084609609
EC:2.3.1.29	0.163721705479362	0.000600831278855813
EC:3.5.1.97	0.163625012843708	0.0030772289421859
EC:3.1.26.11	0.162501651032603	3.39371614270107e-08
EC:2.4.99.12	0.162426629180943	0.00143694889586365
EC:1.8.5.3	0.16201784950983	0.00101511127554512
EC:3.5.1.16	0.161060673870657	3.02311540950026e-05
EC:6.2.1.4	0.158775878428659	0.0126799666424516
EC:1.8.3.4	0.158549829407503	0.00332817583685373
EC:4.1.1.49	0.158231312129382	7.88249619773702e-05
EC:5.4.99.25	0.157828208942295	0.00091377418242583
EC:2.7.4.25	0.157595687461606	5.82425210658217e-05
EC:3.1.2.6	0.157302066758085	6.02949724589829e-17
EC:1.5.3.6	0.157033615906153	0.000120718793167543
EC:2.4.1.54	0.156320226944583	0.000822041629911211
EC:2.7.7.12	0.155143559333115	0.00437181041392849
EC:2.1.1.74	0.154974614307571	0.00216715745826668
EC:7.2.2.10	0.154147247345734	8.26586741178092e-08
EC:3.1.1.84	0.154055392472483	2.35110145719072e-08
EC:2.6.1.87	0.15392687632417	0.000455206193527248
EC:1.6.5.12	0.15295181040637	0.0086791861269858
EC:3.5.1.115	0.15168919126914	0.00012489155484923
EC:2.6.1.106	0.14978065229693	0.000124983906900066
EC:2.4.1.250	0.148949458329117	2.93137928438437e-16
EC:1.17.1.5	0.148698569201555	0.00196024741516381
EC:1.1.99.28	0.147682418825672	0.0117949053694842
EC:2.7.1.6	0.145540291034988	0.0013032071074457
EC:6.1.1.9	0.144647892810951	3.44934175559671e-08
EC:2.7.1.107	0.144077373843937	0.000390648585263557
EC:4.2.1.126	0.144052611170057	0.00899987169112854
EC:6.3.2.17	0.143559026640952	0.00863806811645184
EC:7.2.2.8	0.142520550465556	2.25363006417503e-06
EC:2.7.1.24	0.140044274399337	0.00653932405223993
EC:1.1.1.157	0.139749604501829	0.000307547932267847
EC:6.2.1.20	0.137627732053827	0.000741875157171591
EC:2.8.1.7	0.137502767718495	2.84285989927037e-10
EC:2.5.1.75	0.136871380605669	0.00140686616931821
EC:2.4.2.53	0.134696967785263	1.17829502160832e-14
EC:2.7.1.90	0.134490284329666	0.000328534902284906
EC:3.5.2.6	0.133821237993853	0.000155805899524256
EC:3.6.1.1	0.131249808065097	0.000435442715974978
EC:7.2.2.15	0.130838628472061	0.00576307619565849
EC:2.7.1.23	0.129588307956138	0.00175683006569034
EC:5.4.99.23	0.129273496053636	0.00335652863969126
EC:2.6.1.113	0.127949627354846	0.00385908515560158
EC:2.7.7.27	0.127927232942353	0.000637015373845812
EC:3.4.21.53	0.12756773745626	3.01320071922725e-12
EC:3.1.4.46	0.12540119135831	0.00534077712893081
EC:2.4.1.129	0.124543793719462	4.93256192523547e-08
EC:1.14.99.50	0.122601744199368	1.78749331786691e-05
EC:3.1.1.102	0.122510712941888	0.00170660814201554
EC:3.5.1.4	0.121533004138274	0.000122245826868932
EC:3.1.3.18	0.120258903917617	0.000125931440581388
EC:2.8.4.3	0.119281589537446	5.32867286747078e-06
EC:2.4.2.10	0.116753205010641	0.00732099679547174
EC:2.4.2.14	0.112858358428869	5.58287809454122e-05
EC:2.5.1.19	0.112749983778783	0.00375984450576334
EC:5.4.3.8	0.112654229449085	4.16254137722631e-05
EC:3.1.6.1	0.111580736386538	0.00886147412931781
EC:4.1.1.19	0.110919948505219	0.00291425181360449
EC:5.5.1.27	0.109876633173396	0.008606235492249
EC:2.2.1.5	0.109025835776503	0.0141346306790029
EC:3.2.2.27	0.10851140539837	0.0132765620170056
EC:6.1.1.15	0.108012991816259	0.000447836549866032
EC:6.3.5.7	0.10751533257324	2.86143808277736e-07
EC:5.1.3.2	0.106200832363658	6.70176853843774e-06
EC:3.1.3.5	0.106138053934434	0.0133961842393799
EC:6.3.2.4	0.104156139634694	6.92051777813033e-05
EC:2.5.1.47	0.102952188863439	0.00366154555395887
EC:6.1.1.10	0.10247761710132	0.000803362859653002
EC:2.1.2.10	0.102269105810694	0.000648338416585714
EC:2.7.1.39	0.102017298463787	0.00578356884477635
EC:1.1.1.25	0.101292989508351	0.0136990579727442
EC:6.2.1.26	0.100356599761081	0.000571214028266783
EC:2.7.9.1	0.0981112425304499	0.000799817717062961
EC:4.1.99.17	0.0980530895014422	0.00830121407874
EC:3.1.3.16	0.0971757231645817	0.00769648771210019
EC:6.1.1.19	0.0969603788916692	0.00218301541860177
EC:6.1.1.16	0.0960146858413014	0.00442909890333005
EC:6.3.4.13	0.095028743652197	0.00467881426312178
EC:3.4.16.4	0.0947656824484417	4.23646397666111e-09
EC:3.5.1.18	0.0943306612175668	2.629917467554e-06
EC:4.2.1.150	0.0924911000925737	0.000463037765539344
EC:2.7.6.5	0.0915867672493956	0.00377784793987763
EC:3.1.1.45	0.0900279282682545	0.0139148618764732
EC:2.8.1.1	0.0894862825002424	0.00148664065631664
EC:2.2.1.7	0.0874408471128168	5.01959881407819e-05
EC:2.3.2.2	0.0868102275207577	0.00828196604235877
EC:2.3.1.9	0.0850431892394518	0.00126950761185821
EC:4.2.1.33	0.0840871389151798	0.000952757227848648
EC:4.2.1.46	0.0828366166823685	0.00478668147027576
EC:2.6.1.9	0.082111072007863	0.00661505051678911
EC:2.4.2.43	0.0819552887264828	0.0049600163200081
EC:6.3.5.2	0.081803785144367	0.00850780835109952
EC:4.2.3.1	0.0796206460966046	0.00259909096697724
EC:1.1.1.42	0.0782141692736066	0.00597145394948006
EC:4.3.1.19	0.0778274823625005	0.00942307348599907
EC:2.7.7.8	0.0770590550755536	0.00389885005770794
EC:1.2.1.8	0.0758624403543446	0.0119693631712732
EC:3.5.1.44	0.0743764184672462	0.00153092476108892
EC:2.7.7.6	0.0720275739363631	9.23612120046467e-07
EC:5.2.1.8	0.0714028881213755	8.70443157230094e-05
EC:7.6.2.8	0.0702036901954713	3.04146450191113e-06
EC:3.4.21.107	0.0701318650291881	0.00378074187649109
EC:6.3.5.5	0.0690980676471487	0.000367292171644285
EC:5.4.99.2	0.06858914743179	0.0031176054662198
EC:6.4.1.8	0.0551665294717781	0.00597789563151697
EC:1.1.98.2	0.0516106132168075	0.0122009290465814
EC:2.7.13.3	0.0346007154420584	0.00322575684635716
EC:6.2.1.3	-0.0398152720280597	0.00519861751047648
EC:2.7.4.1	-0.0605530227178655	0.0126227438128369
EC:1.18.1.2	-0.0656250575922881	0.00174876646670152
EC:2.1.1.144	-0.0731801528929725	0.00495352951624484
EC:3.4.11.2	-0.0753852023935453	0.00952356763072362
EC:3.1.1.1	-0.0792543182416111	0.00950253470418409
EC:1.3.1.87	-0.079258241597019	0.00129026350370439
EC:4.2.1.9	-0.0801485611944275	0.007485424824797
EC:4.2.1.17	-0.0813508651914824	0.000791525075729147
EC:1.9.3.1	-0.0857828678279665	1.2702311827043e-07
EC:2.3.1.16	-0.0863415912985482	0.000361397035689307
EC:2.7.1.8	-0.0918977436553014	0.0141960890804605
EC:1.6.99.1	-0.100629091217706	0.00413734873043544
EC:2.3.3.9	-0.101313476886361	0.0109018762658929
EC:7.3.2.3	-0.111429882186668	0.00134594991232218
EC:4.2.1.2	-0.112847682158076	0.000321694221435542
EC:3.5.1.5	-0.117799103431267	0.0106050725717193
EC:6.3.4.21	-0.120618161170295	0.0118329873817038
EC:1.3.8.3	-0.120791203185078	0.0063065217941839
EC:2.8.3.6	-0.121317309106291	0.0124047256316801
EC:3.1.13.1	-0.122066363071681	3.49523586698542e-05
EC:1.4.1.13	-0.123620518156949	1.49209354442683e-05
EC:1.3.1.9	-0.124133543901911	0.00193524354078171
EC:1.1.1.30	-0.128861911782897	0.0119152090341283
EC:6.6.1.2	-0.12902794847368	0.00155103082477449
EC:1.1.1.49	-0.12979090995439	4.59952834439237e-06
EC:3.1.4.52	-0.132744732144113	0.00862169613872748
EC:6.2.1.34	-0.13620274515561	0.000128579349725752
EC:3.1.13.5	-0.142058699341804	0.00222513855571142
EC:3.5.1.128	-0.144228766863365	0.0129372130197409
EC:2.7.1.4	-0.147673770326004	0.00874653490398321
EC:3.6.1.40	-0.148249354493512	0.010535583756124
EC:1.1.1.306	-0.149594093203853	0.0145122066764385
EC:2.4.1.15	-0.149916732432026	0.00119099064144278
EC:1.2.1.26	-0.151419472542255	0.00142305048085962
EC:4.1.3.4	-0.153054871686962	0.0111349462533793
EC:5.4.99.15	-0.153972634059703	0.000132052108796924
EC:1.13.11.27	-0.154374685461871	0.00112430918124425
EC:2.7.7.65	-0.158619133884741	0.00911044430376725
EC:1.13.11.4	-0.159386721619912	0.011011503365169
EC:1.4.99.5	-0.15963011217117	0.00395815589088369
EC:1.11.1.16	-0.161415264097263	0.0143947557552925
EC:2.3.1.182	-0.162347848828318	0.000674750432381612
EC:3.2.1.3	-0.162446363630618	0.00399385318327585
EC:5.1.3.20	-0.163555400088579	8.84498837535e-05
EC:3.5.1.2	-0.163648229850813	0.00171705068882047
EC:3.1.1.3	-0.164665738979669	0.0090754006162237
EC:1.3.1.103	-0.165370182104032	1.27522004450171e-06
EC:5.3.3.7	-0.167963656722047	0.00134344826018615
EC:2.3.1.31	-0.168694588867589	0.000113363947478127
EC:3.2.1.28	-0.169677258508187	2.30018377363704e-12
EC:2.7.2.1	-0.170237871708707	0.000387439807032259
EC:1.2.1.19	-0.170309773938851	0.00413660949951789
EC:2.3.1.20	-0.171396381222524	1.14916392575892e-05
EC:1.1.99.1	-0.171661743978285	0.000341783838777624
EC:2.7.2.2	-0.172363585251232	0.0138554270331728
EC:1.4.1.2	-0.172422773418833	1.51833438398892e-05
EC:2.7.2.11	-0.173483871741818	0.00179035186145252
EC:4.1.2.13	-0.173738366716854	6.47730265111022e-06
EC:1.13.11.5	-0.174632369163039	9.39512833617094e-05
EC:1.5.99.14	-0.174727444803148	2.27103550767377e-06
EC:3.5.99.5	-0.175419997608179	0.000662535248736959
EC:3.1.1.88	-0.175976712806397	0.00569592193963663
EC:4.1.1.31	-0.176455398219712	1.96182252742174e-06
EC:3.2.1.55	-0.176500641493567	4.2039859182748e-06
EC:1.14.13.210	-0.178758129314728	0.00360233775312398
EC:4.1.2.9	-0.179463274980951	1.03520567496676e-05
EC:2.5.1.113	-0.181373655070007	0.00782080600291279
EC:1.1.1.284	-0.182432421959061	0.000173745007765954
EC:1.1.1.402	-0.183842218574855	0.00644744068121029
EC:4.3.2.3	-0.183888116156408	0.000385911352039262
EC:1.13.11.3	-0.184907469969702	0.00215599001492377
EC:3.1.11.2	-0.186297014888635	3.1741861730295e-06
EC:1.8.1.16	-0.186393106679825	0.00774618388289597
EC:3.4.25.2	-0.18902261718453	0.00929270171872033
EC:1.1.1.86	-0.190981788570629	4.19712408990929e-05
EC:4.4.1.22	-0.19164689064393	0.0004667117729134
EC:1.1.1.40	-0.191748972638111	3.51532991950001e-06
EC:2.3.1.174	-0.191902359732964	2.97419528609355e-07
EC:7.3.2.4	-0.191912408732402	6.44225648550235e-05
EC:1.14.12.7	-0.191987430728663	3.80549470998896e-05
EC:3.5.1.104	-0.193215134707648	0.00412960143883306
EC:1.17.8.1	-0.193389049210696	0.0114659045097455
EC:4.1.3.1	-0.193498418419909	0.000233799587977102
EC:4.1.3.16	-0.195544714882657	0.0134730753363906
EC:3.1.26.12	-0.195674736432583	5.51977207941494e-08
EC:2.6.1.45	-0.196714827506867	0.000840937018880926
EC:6.3.2.3	-0.197449301926363	0.000328535300642947
EC:1.6.5.11	-0.198610612802517	0.00152370625617571
EC:2.3.1.30	-0.202628247065443	0.00324359532326583
EC:1.2.1.39	-0.20296923110725	0.000624767457327647
EC:3.2.1.131	-0.203026635514434	0.00514291813853905
