EC_number	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6	EC_class
1.8.2.3	59.50409282663977	78.37202156438522	71.39216279146925	69.22490070672822	53.16166407864764	59.408478322901196	54.43652412849531	57.30495924065255	56.826886721959674	52.20551904126189	57.43244524563732	56.92250122569825	61.22515389393412	57.559931250622085	61.480125903903655	60.71520987399505	78.11704955441569	63.87048849736803	53.63973659734051	57.17747323566778	70.49976075657588	74.45182691110365	61.76696941511938	61.257025395180314	77.41587652699947	62.53188544502798	77.95769204818473	73.81439688617982	74.16498339988793	73.71878238244125	83.3758472600373	65.14534854721569	65.1134770459695	64.22107501107614	53.44850758986336	58.73917679673117	66.35646559457098	46.88297833314788	56.89062972445206	69.12928620298965	56.95437272694444	60.555852367764096	64.7310190310152	75.63107245721274	65.78277857213952	87.83785743450413	64.53979002353805	75.72668696095131	oxidoreductase
1.8.2.4	0.6055585236776411	0.3824580149542996	0.4462010174466828	0.2549720099695331	0.350586513708108	0.2868435112157246	0.3824580149542995	0.2868435112157246	0.1912290074771498	0.2231005087233414	0.5099440199390661	0.2868435112157246	0.3505865137081079	0.3187150124619162	0.1274860049847664	0.25497200996953306	0.5418155211852578	0.2231005087233413	0.22310050872334142	0.2868435112157246	0.2868435112157246	0.3824580149542996	0.0637430024923832	0.2868435112157246	0.3187150124619163	0.0956145037385749	0.2549720099695329	0.0637430024923832	0.1274860049847665	0.3187150124619163	0.22310050872334142	0.4143295162004911	0.1274860049847664	0.1274860049847665	0.0637430024923832	0.3505865137081079	0.1274860049847664	0.2231005087233414	0.1274860049847665	0.0637430024923832	0.0318715012461916	0.15935750623095798	0.4143295162004911	0.3505865137081079	0.1912290074771498	0.2549720099695329	0.1274860049847665	0.3187150124619164	oxidoreductase
1.8.3.4	137.55739937856308	162.76775686430065	159.86745025089724	152.3776474580422	127.42226198227414	129.07958004707612	110.40288031680781	133.63720472528152	133.79656223151247	112.79324291027218	127.10354696981223	125.89242992245694	140.42583449072032	129.71701007199994	133.2547467103272	141.6050800368294	172.137978230681	141.54133703433703	116.1397505411223	134.68896426640583	161.33353930822204	167.67596805621417	129.39829505953801	131.91614365798716	138.60915891968742	122.38656478537587	157.66831666491	148.58493880974538	137.1111983611164	133.54159022154292	153.65250750788985	126.81670345859649	121.8447492641906	117.6695826009395	97.84550882580831	116.5222085560766	138.38605841096407	88.50715896067416	99.47095538936408	120.53801771309675	104.69788159373951	121.36667674549773	131.8524006554948	140.23460548324317	122.51405079036063	159.13440572223482	112.3151703915793	143.32614110412376	oxidoreductase
1.8.3.7	156.0428701013542	207.96154563140038	199.4518547986672	188.4243153674849	150.78407239573258	146.76826323871242	143.29426960287753	162.4490418518387	152.1545469493188	133.35036121406574	154.25806603156747	150.49722888451686	158.01890317861807	150.84781539822495	158.43323269481857	177.8429769537493	203.72263596565688	169.17392861478515	137.52552787731685	161.11043879949867	195.14920213043132	189.66730391608638	163.6920304004402	159.89932175214338	204.4238089930731	165.28560546274977	229.5385519750721	203.2126919457178	201.52350237966965	193.52375556687556	211.9773547884205	175.29325685405394	179.6915240260284	167.64409655496794	161.62038281943774	163.9470024104097	183.38861817058662	121.3985482467439	150.56097188700923	188.4561868687311	157.82767417114093	173.66781029049818	175.70758637025443	188.61554437496204	162.64027085931588	223.3873522345571	177.87484845499546	196.16909017030946	oxidoreductase
1.8.4.-	207.70657362143083	262.55742726612664	247.51407867792418	228.29556342647064	185.58775175657385	195.81850365660137	184.08979119800284	214.90953290307013	204.64690950179644	174.2733688141758	191.57959399085786	181.76317160703084	200.12115632483722	201.81034589088537	220.0089731024608	233.42687512710748	257.58547307172074	210.54313723234188	170.44878866463281	199.77056981112912	228.64614994017873	255.60943999445686	227.08444637911535	201.04542986097678	287.57655574438706	224.08852526197333	311.0339806615841	270.04723005898165	293.5365264774249	284.54876312599885	286.23795269204703	242.63773898725685	268.103068482964	238.23947181528243	227.02070337662298	211.18056725726572	263.0673712860657	185.7152377615586	226.00081533674484	273.0431511761237	233.10816011464556	231.4508420498436	238.23947181528243	247.73717918664752	248.34273771032517	324.13316767376887	254.55768045333252	265.2665048720529	oxidoreductase
1.8.4.10	24.732284967044702	32.89138928606976	30.118568677651087	29.831725166435366	25.81591600941522	20.907704817501706	21.76823535114888	26.835804049293348	24.66854196455232	20.812090313763132	26.6445750418162	24.25421244835183	26.772061046800967	23.393681914704654	23.457424917197038	28.716222622818655	33.783791320963125	26.134631021877134	23.170581405981313	26.00714501689237	31.10658521628303	29.60862465771202	25.146614483245195	24.636670463306128	31.265942722513987	26.230245525615707	36.907198443089904	30.277926183882045	29.54488165521964	28.684351121572465	30.18231168014347	29.00306613403438	29.57675315646583	26.740189545554774	24.031111939628488	24.604798962059935	28.716222622818655	17.62494018914397	24.126726443367062	31.90337274743782	23.10683840348893	24.604798962059938	30.182311680143474	29.417395650234873	28.843708627803423	33.560690812239784	27.409491071724798	32.285830762392116	oxidoreductase
1.8.4.11	206.43171357158315	254.36645144585538	243.02019700221115	238.90877334145242	188.93425938742394	188.90238788617776	175.96255838022395	190.01789042979445	202.16093240459347	170.7993751783409	194.7986156167232	184.56786371669568	196.16909017030946	184.66347822043429	205.37995403045883	217.3317669977807	246.68541964552318	210.95746674854237	172.13797823068094	201.58724538216202	232.72570209969126	234.0643051520313	203.43579245444113	201.2685303697001	243.43452651841164	202.7664909282711	271.29021860758314	244.61377206452073	237.25145527665046	228.96486495264065	258.0954170916598	209.7782212024333	227.88123391027014	197.69892223012664	177.07806092384067	185.65149475906622	230.49469701245783	151.61273142813354	181.73130010578464	215.89754944170207	192.5676105294898	202.98959143699446	213.37970084325292	230.94089802990453	225.2996423093286	265.3621193757915	198.1769947488195	225.10841330185144	oxidoreductase
1.8.4.12	128.69712203212177	157.4770876574328	150.56097188700923	142.01940955302987	115.11986250124413	113.08008642148786	111.67774036665544	122.99212330905347	130.5137976031547	106.25958515480286	117.1596385810004	114.16371746385839	123.82078234145445	117.06402407726182	129.81262457573848	133.1591322065886	151.8677034381031	130.1313395882004	106.48268566352621	130.54566910440087	145.58901769260333	150.08289936831636	125.41435740376403	122.32282178288344	147.9793802860677	126.75296045610408	169.90697314344754	150.2422568745473	151.8677034381031	144.09105713403233	160.24990826585147	123.18335231653062	142.01940955302987	125.44622890501022	107.82128871586626	112.602013902795	142.24251006175322	93.09665514012572	114.38681797258172	133.50971872029672	114.99237649625937	124.61756987260924	137.23868436610113	141.0951360168903	137.97172889476354	168.72772759733846	127.4541334835203	139.15097444087263	oxidoreductase
1.8.4.14	33.94314882719408	43.632085206036336	40.60429258764813	40.15809157020144	30.214183181389657	30.692255700082534	29.799853665189165	32.763903281084986	35.85543890196558	28.015049595402434	32.126473256161155	31.871501246191624	31.329685725006364	32.477059769869264	34.2299923384098	41.337337116310536	43.12214118609727	36.5247404281356	28.30189310661816	35.632338393242236	36.779712438105136	41.01862210384862	37.57649996925992	34.6443218546103	32.41331676737688	32.66828877734641	41.71979513126484	35.122394373303166	38.468902004153286	33.847534323455506	41.05049360509481	30.118568677651083	36.01479640819653	31.26594272251398	25.656558503184254	27.823820587925283	34.07063483217885	21.800106852395068	29.066809136526757	31.744015241206856	24.60479896205993	30.405412188866805	36.397254423150834	35.50485238825747	37.257784956798005	38.08644398919899	28.811837126557226	31.680272238714473	oxidoreductase
1.8.4.8	86.7860978933798	112.85698591276456	101.95693248656701	98.73791086070166	81.75040069648152	80.06121113043336	73.49568187371788	84.33199229742304	85.6387238485169	75.56732945472035	78.4357645668776	77.41587652699945	86.65861188839503	86.97732690085695	89.01710298061322	93.92531417252673	104.79349609747807	88.79400247188987	74.64305591858079	86.59486888590266	100.4908434292422	108.68181924951345	85.38375183854737	81.97350120520487	107.69380271088151	87.20042740958029	114.38681797258175	104.12419457130805	104.82536759872427	100.17212841678028	108.74556225200584	91.05687906036948	97.14433579839208	88.66651646690511	74.5793129160884	81.65478619274295	98.29170984325498	63.519901983659906	76.42785998836752	94.7539732049277	74.10124039739553	88.92148847687464	93.76595666629576	102.11628999279797	94.62648719994294	119.42251516948004	86.49925438216408	98.92913986817881	oxidoreductase
1.8.5.-	544.3333697837069	704.3283060395888	669.7158556862247	660.4731203248291	504.97206574466014	521.7364754001569	482.4389143636027	541.4968061727958	539.87135960924	484.1281039296508	526.7403010958091	528.3657476593648	539.6482591005166	522.915720946266	537.9590695344685	610.0205338521077	684.0261597457647	579.7744791694719	482.4707858648489	574.1650949501422	666.2418620503898	656.3298251628242	570.0855427906297	554.1816636687801	573.1770784115103	504.27089271724395	700.0893963738454	608.5225732935368	572.4121623816017	566.8027781622719	684.6635897706885	540.7318901428872	528.6844626718267	504.0159207072744	439.3167731775054	484.6061764483437	560.3966064117874	364.6099742564322	443.0457388233098	520.2385148415859	437.5638406089649	500.47818406894714	572.794620396556	632.4261992281805	558.2293443270464	706.6230541293146	538.0228125369608	591.1526051143624	oxidoreductase
1.8.5.3	152.47326196178076	213.37970084325298	203.3083064494564	202.7027479257788	142.52935357296897	146.32206222126578	146.5770342312353	159.73996424591246	142.62496807670755	132.84041719412673	163.15021487925495	160.79172378703677	159.67622124342006	139.85214746828888	158.72007620603432	184.91845023040386	214.87766140182399	166.5285940113513	145.4934031888648	172.36107873940435	201.74660288839303	187.59565633508396	171.85113471946528	162.5765278568235	158.4013611935724	145.33404568263384	202.98959143699452	177.17367542757927	158.4013611935724	152.98320598171983	204.42380899307312	166.4011080063665	149.25424033591543	144.98345916892572	126.4661169448884	140.45770599196652	150.24225687454734	98.16422383827022	123.27896682026923	154.9592390589837	119.51812967321861	137.047455358624	167.73971105870655	194.6073866092461	164.61630393657978	199.32436879368248	148.2024807947911	171.7555202157267	oxidoreductase
1.8.5.4	49.783284946551326	61.79884091636557	55.137697155911525	55.07395415341914	44.906945255884004	43.568342203543956	38.692002512876634	42.930912178620126	47.07420734062504	40.636164088894326	40.66803559014052	39.29756103655428	45.60811828330022	45.28940327083831	46.91484983439408	50.96253049266041	54.978339649680564	51.44060301135329	38.118315490445184	45.86309029326976	51.344988507614715	52.14177603876951	44.078286223483026	43.37711319606681	43.24962719108204	40.09434856770907	43.82331421351349	46.46864881694739	40.31744907643241	37.703985974244695	43.695828208528724	37.60837147050612	36.23789691691988	35.24988037828794	28.875580129049613	32.636417276100225	38.787617016615215	25.81591600941522	30.53289819385158	37.066555949320865	29.35365264774249	34.48496434837934	39.61627604901619	44.87507375463782	35.281751879534134	46.4686488169474	32.89138928606976	40.413063580170984	oxidoreductase
1.8.5.5	38.81948851786141	52.04616153503094	46.97859283688646	50.6756869814447	30.628512697590157	30.596641196343967	32.85951778482357	36.26976841816608	33.62443381473217	30.915356208805886	36.26976841816608	36.90719844308991	36.365382921904654	27.31387656798623	33.17823279728549	38.75574551536903	46.18180530573167	41.36920861755674	29.767982163942985	39.42504704153905	45.60811828330023	39.233818034061905	38.53264500664568	38.24580149542996	25.879659011907606	24.41356995458279	30.915356208805882	27.887563590417678	23.45742491719704	23.26619590971989	35.56859539074986	27.34574806923242	22.0869503636108	24.286083949598023	21.162676827471245	26.80393254804716	25.242228986983772	16.15885113181916	20.5571183037936	23.935497435889918	20.812090313763136	23.074966902242743	30.43728369011301	29.67236766020441	25.242228986983772	32.98700378980834	21.13080532622505	23.80801143090515	oxidoreductase
1.8.5.6	52.269262043754274	64.82663353475378	62.43627094128941	59.918422342840266	43.05839818360489	48.31719588922651	49.62392744032037	54.500267130987694	47.29730784934838	44.492615739683515	48.54029639794986	50.58007247770612	49.910770951536094	54.24529512101816	59.91842234284027	57.62367425311447	65.65529256715476	56.922501225698255	40.25370607394003	48.25345288673413	57.40057374439113	60.90643888147221	59.0260203079469	51.854932527553785	63.10557246745943	50.73942998393708	73.5275533749641	63.137443968705625	66.48395159955575	66.00587908086287	69.92607373414444	53.89470860731005	58.10174677180734	52.07803303627713	42.6759401686506	46.59613482193217	54.72336763971103	41.24172261257197	51.854932527553785	65.75090707089333	48.15783838299556	49.62392744032037	54.50026713098769	57.910517764330194	57.36870224314494	72.50766533508596	59.217249315424056	61.193282392687934	oxidoreductase
1.8.5.7	48.22158138548794	57.27308773940636	49.36895543035083	48.54029639794985	42.96278367986631	47.71163736554887	36.36538292190465	43.24962719108204	48.412810392965085	37.544628468013734	41.560437625033885	37.44901396427516	44.269515230960174	56.12571369454346	48.125966881749356	51.15375950013756	51.95054703129236	46.21367680697786	35.18613737579555	44.01454322099064	50.13387146025943	64.09358900609136	45.767475789531176	39.39317554029285	61.894455420104144	47.42479385433314	65.40032055718522	57.43244524563732	62.34065643755083	66.80266661201766	63.74300249238326	46.277419809470246	59.026020307946894	51.47247451259948	41.624180627526265	42.10225314621914	61.480125903903655	45.60811828330022	42.67594016865059	52.36487654749285	46.72362082691693	49.783284946551326	50.16574296150562	53.00230657241668	56.03009919080488	70.94596177402256	52.556105554969996	57.94238926557638	oxidoreductase
1.8.7.1	291.9110799138692	368.08396789226714	336.2762096485679	334.300176571304	268.8042415103802	274.4773687322023	250.09567027886573	279.9592669465473	286.26982419329323	242.2552809723026	262.3661982586495	265.776448891992	287.895270756849	282.63647305122737	283.7838470960903	318.1094539382387	349.85346917944554	295.1619730409807	251.24304432372864	288.78767279174235	334.20456206756546	352.91313329907996	288.81954429298855	278.1744628767606	332.35601499528633	270.52530257767455	373.02405058542683	332.7384730102406	320.2767160229797	326.810373778449	357.916958994732	295.9268890708893	299.369011205478	283.43326058238216	239.992404383823	252.8366193860382	309.6953776092441	206.94165759152224	237.92075680282053	290.6362198640215	245.72927460813747	277.5051613505905	302.17370331514286	330.31623891553005	294.65202902104164	378.697177807249	283.3057745773974	318.68314096067013	oxidoreductase
1.8.7.2	0.19122900747714972	0.1912290074771497	0.2868435112157245	0.41432951620049097	0.19122900747714972	0.2231005087233413	0.2231005087233412	0.3187150124619163	0.2231005087233413	0.2549720099695328	0.0956145037385748	0.3824580149542995	0.15935750623095798	0.0637430024923832	0.35058651370810767	0.2549720099695329	0.6055585236776407	0.19122900747714958	0.15935750623095798	0.1274860049847664	0.3187150124619161	0.1274860049847664	0.2868435112157245	0.1912290074771497	0.0318715012461916	0.0956145037385748	0.1912290074771496	0.2868435112157246	0.15935750623095798	0.1593575062309581	0.2549720099695328	0.31871501246191625	0.0637430024923832	0.15935750623095798	0.09561450373857479	0.2231005087233412	0.2549720099695329	0.0956145037385748	0.0318715012461916	0.5418155211852577	0.0956145037385749	0.15935750623095798	0.0956145037385748	0.254972009969533	0.0318715012461916	0.1274860049847664	0.0956145037385748	0.5418155211852577	oxidoreductase
1.8.98.-	10.16700889753513	15.999493625588197	15.234577595679598	14.246561057047657	10.135137396288936	9.943908388811787	10.19888039878132	13.099187012184759	10.77256742121277	10.740695919966578	13.13105851343095	12.589242992245694	12.366142483522351	10.676952917474194	11.728712458598519	12.238656478537585	14.533404568263384	12.398013984768543	9.912036887565595	12.206784977291393	15.10709159069483	13.13105851343095	13.258544518415716	13.48164502713906	13.258544518415718	11.633097954859943	20.9395763187479	15.585164109387707	13.3222875209081	12.493628488507118	14.565276069509574	13.258544518415716	11.15502543616707	13.194801515923333	10.900053426197537	12.589242992245692	13.577259530877635	7.362316787870265	12.11117047355282	11.601226453613753	11.18689693741326	10.453852408750853	13.290416019661908	17.465582682913013	12.429885486014735	16.158851131819155	11.633097954859943	12.812343500969034	oxidoreductase
1.8.99.-	265.2665048720529	394.1867274128981	373.374637099135	371.97229104430255	258.286646099137	234.22366265826227	264.75656085211386	285.88736617833894	259.4977631464923	242.00030896233304	296.4368330908284	292.93096795374726	287.57655574438706	234.9248356856785	265.07527586457576	325.43989922486276	376.11558620630746	300.89884326529517	251.49801633369816	314.9541753148657	356.99268545859246	313.16937124507893	294.3014425073335	292.13418042259246	282.8914450611969	254.52580895208635	363.3032427053384	307.49624402325685	276.0390722932657	253.02784839351534	349.2797821570141	277.7601333605601	252.8684908872844	257.99980258792124	236.61402525172664	247.8965366928785	258.286646099137	163.7557734029326	213.85777336194582	264.5972033458829	207.92967413015418	246.78103414926179	290.03066134034384	317.40828091082244	273.55309519606277	328.1808483320352	252.0398318548834	280.85166898144064	oxidoreductase
1.8.99.2	20.939576318747903	31.680272238714483	29.608624657712028	28.811837126557236	18.77231423400687	21.226419829963625	20.142788787593112	23.138709904735123	20.30214629382407	18.74044273276068	21.927592857379842	22.40566537607272	24.19046944585945	19.473487261423088	21.385777336194586	27.34574806923242	30.851613206313502	28.174407101633403	18.166755710329227	21.736363849902695	27.441362572970995	26.995161555524312	24.891642473275663	25.720301505676648	23.138709904735123	20.206531790085492	31.2340712212678	26.134631021877137	23.393681914704658	21.417648837440776	28.493122114095318	20.939576318747903	21.640749346164117	22.310050872334145	17.848040697867315	19.218515251453553	22.533151381057483	14.788376578232917	20.52524680254741	23.712396927166573	17.879912199113505	17.114996169204908	25.050999979506624	24.03111193962849	24.477312957075174	28.493122114095318	22.24630786984176	23.170581405981316	oxidoreductase
1.8.99.5	1.1792455461090898	1.3386030523400478	1.4342175560786226	1.5617035610633891	0.9561450373857482	1.4342175560786228	0.8924020348933651	1.2111170473552815	1.4023460548324311	1.0517595411243228	0.8605305336471734	0.7649160299085985	1.0198880398781316	1.306731551093856	1.1155025436167063	1.3386030523400478	1.5617035610633891	0.7967875311547903	1.1155025436167063	1.3386030523400478	1.5298320598171977	1.7848040697867307	1.0198880398781314	1.147374044862898	1.1792455461090894	0.6374300249238319	1.1792455461090894	1.3704745535862393	0.8605305336471734	1.3386030523400478	0.892402034893365	0.5418155211852573	1.2748600498476648	0.9880165386319398	0.7330445286624069	0.3824580149542992	1.147374044862898	0.4462010174466825	0.7330445286624068	0.9880165386319397	0.5418155211852573	0.7011730274162152	0.892402034893365	1.242988548601473	0.9242735361395565	0.9880165386319401	0.8924020348933648	0.9242735361395569	oxidoreductase
1.9.3.1	1661.3020024577388	2025.9438482154171	1918.0269449958123	1865.3752249371037	1497.5143575535599	1527.1867252137642	1411.4294326875963	1571.711212454694	1672.6801284026292	1389.5018398302163	1480.9730484067863	1438.328979739382	1581.4957633372749	1531.7443498919697	1662.7043485125712	1784.8996842904698	1927.620266870916	1653.8440711661299	1398.9995472015817	1642.7846602337013	1853.805869984736	1921.7877821428629	1637.7808345380492	1582.9299808933536	1955.9859029800266	1670.321637310411	2233.809779343079	2003.952512355545	2004.813042889192	1909.2941536543558	2142.689157280217	1697.2211843621967	1885.0080697047579	1700.248976980585	1431.0304059540042	1488.8453092145958	1880.067987011598	1275.4337368700965	1481.5148639279716	1760.96418685458	1493.6579059027706	1600.650535586236	1825.503976878118	1912.4494322777289	1820.532022683712	2210.7985554433285	1699.5159324519225	1880.067987011598	oxidoreductase
1.9.6.1	483.07634438852654	630.7688811633786	603.7418481066081	583.089115299076	448.5276370376548	442.9501243195713	444.3524703744037	487.1877680492853	473.54676551591524	424.24155308805683	477.5307031716892	465.9613482193217	474.08858103710054	450.34431260868774	478.0725186928745	537.7359690257452	624.7770389290946	519.887928327878	427.269345706445	503.9203062035359	576.9697870598071	565.4960466111781	507.1393278294012	488.8132146128411	480.30352378010787	429.3728647886937	596.8257323361845	519.5373418141697	486.3272375156381	476.0327426131182	614.1957005153589	472.176290962329	439.18928717252066	427.3968317114298	384.81650604651776	421.4687324796381	478.8693062240293	307.2094005120411	376.37055821627695	441.739007272216	386.6013101163045	422.55236352200865	491.8091357299831	531.4254117789993	461.8499245585629	581.0493392193197	437.245125596503	499.3308100240843	oxidoreductase
1.97.-.-	53.76722260232527	75.56732945472035	73.11322385876359	72.76263734505548	52.65172005870856	45.034431260868764	49.05024041788891	55.392669165881046	51.15375950013756	51.249374003876135	59.21724931542404	57.14560173442158	54.94646814843436	44.26951523096017	56.28507120077441	62.531885445027974	72.63515134007072	61.76696941511937	52.42861954998522	62.595628447520355	67.08951012323337	62.34065643755082	56.316942702020604	59.089763310439274	46.755492328163115	45.76747578953117	67.3763536344491	54.245295121018145	51.12188799889137	42.739683171142964	62.56375694627416	52.33300504624665	42.484711161173436	46.978592836886456	41.114236607587195	48.98649741539653	45.48063227831545	28.971194632788183	39.48879004403142	46.72362082691692	35.09052287205698	42.93091217862012	57.33683074189874	60.84269587897981	46.882978333147875	57.91051776433019	44.55635874217589	50.261357465244195	oxidoreductase
1.97.1.-	139.43781795208838	196.5196766840176	181.3169705895842	181.89065761201564	124.5538268701169	121.49416275048249	124.1394973539164	140.9039070094132	129.17519455081467	125.22312839628691	142.8480685854309	137.58927087980928	149.79605585710067	122.57779379285302	135.42200879506825	166.7516945200746	184.53599221544954	155.81976959263088	123.08773781279207	146.1627047150348	182.783059646909	171.21370469454143	147.08697825117437	139.18284594211886	116.80905206729233	114.2274604663508	149.85979885959304	129.74888157324614	107.15198718969626	100.9051729454427	143.9316996278014	118.68947064081763	97.55866531459257	105.55841212738667	84.58696430739258	107.7575457133739	109.38299227692967	65.52780656216999	91.3755940728314	109.44673527942206	80.60302665161863	98.96101136942501	133.44597571780434	139.56530395707316	106.45081416228004	142.87994008667707	104.44290958376997	118.8488281470486	oxidoreductase
1.97.1.12	18.23049871282161	18.644828229022103	19.824073775131193	27.18639056300146	11.856198463583285	12.33427098227616	13.545388029631441	17.8799121991135	15.87200762060343	14.820248079479107	14.629019072001956	14.947734084463873	11.856198463583285	14.50153306701719	14.883991081971491	20.1746602888393	17.083124667958714	17.84804069786731	13.354159022154292	14.979605585710065	17.338096677928245	18.42172772029876	13.258544518415716	15.489549605649131	10.581338413735619	10.676952917474194	12.429885486014735	17.01938166546633	10.931924927443728	9.848293885073213	15.170834593187214	15.903879121849622	10.676952917474194	10.421980907504661	10.358237905012277	10.103265895042744	11.282511441151835	7.776646304070756	9.370221366380338	19.250386752699743	6.597400757961665	9.05150635391842	11.856198463583285	15.489549605649131	10.19888039878132	14.31030405954004	9.529578872611296	23.553039420935615	oxidoreductase
1.97.1.2	19.632844767654046	26.16650252312333	22.214436368595567	19.91968827886977	16.12697963057297	16.41382314178869	16.477566144281074	16.22259413431154	18.804185735253064	13.959717545831934	19.059157745222596	19.250386752699747	19.600973266407856	14.597147570755766	21.353905834948392	17.59306868789778	25.688430004430455	18.230498712821614	16.541309146773457	17.97552670285208	22.724380388534634	20.90770481750171	18.16675571032923	15.521421106895325	21.991335859872226	17.433711181666823	23.138709904735126	20.33401779507026	21.991335859872226	20.30214629382407	21.513263341179353	17.083124667958714	18.995414742730215	18.039269705344463	15.553292608141515	15.744521615618666	20.71647581002456	15.075220089448642	15.330192099418174	15.043348588202448	18.804185735253064	20.047174283854538	16.732538154250605	15.425806603156747	18.326113216560188	22.692508887288444	18.38985621905257	19.12290074771498	oxidoreductase
1.97.1.4	26.325860029354285	32.76390328108499	32.54080277236165	28.907451630295807	25.43345799446092	22.819994892273204	21.95946435862603	24.89164247327566	24.572927460813744	19.983431281362147	24.54105595956755	23.52116791968942	25.72030150567664	23.776139929658953	25.274100488229962	27.664463081694333	34.771807859595064	27.44136257297099	19.760330772638806	23.393681914704654	29.226166642757722	29.066809136526764	26.83580404929335	24.732284967044702	39.58440454777	32.66828877734642	46.341162811962626	38.086443989199	44.01454322099064	40.413063580170984	40.09434856770907	31.13845671752922	39.64814755026239	33.46507630850121	29.258038144003912	30.94722771005207	35.759824398227	24.54105595956755	31.13845671752922	38.56451650789187	34.16624933591743	34.51683584962553	30.628512697590153	31.234071221267794	30.692255700082537	43.50459920105157	34.83555086208745	39.04258902658474	oxidoreductase
1.97.1.9	1.3704745535862397	1.9441615760176894	1.689189566048156	2.645334603433905	1.8166755710329228	0.6693015261700241	1.338603052340048	1.5935750623095812	1.8485470722791144	1.8485470722791144	1.2429885486014733	1.1473740448628982	0.828659032400982	1.1155025436167065	1.976033077263881	2.0716475810024555	2.326619590971989	1.3704745535862397	1.4023460548324316	2.1353905834948392	1.4979605585710063	1.3067315510938569	1.625446563555773	1.9441615760176894	0.7330445286624073	0.8605305336471737	0.6693015261700241	0.4780725186928742	0.6055585236776407	0.6693015261700239	1.1473740448628984	1.1792455461090903	0.4780725186928741	0.5418155211852576	0.8605305336471737	0.5418155211852576	0.7011730274162156	0.2549720099695328	0.6055585236776406	0.7967875311547904	0.3505865137081078	0.6693015261700239	1.5935750623095812	1.274860049847665	0.7967875311547904	0.9242735361395572	0.5736870224314491	1.2429885486014733	oxidoreductase
2.-.-.-	773.5850782475632	1017.6889062921449	972.6544750312761	937.6595666629577	722.8456482636261	709.9376902589185	706.8461546380379	758.5098581581145	764.40608588866	668.4728671376232	750.2232678341047	726.988943425631	783.9751876538216	696.7428887429951	769.4417830855583	876.7531277814854	980.7498363478088	824.9619382564241	686.8945948579219	803.3211889102599	933.9624725183995	900.3380387036673	810.8428632043612	774.5093517837028	795.9270006211435	695.1493136806855	978.5825742630677	843.7023809891848	819.5437830445716	750.2551393353509	969.9135259241036	751.7849713951681	739.2275999041686	717.1406495405578	613.8132425004045	662.2260528933696	763.1312258388123	491.52229221876723	609.7336903408919	747.8329052406403	611.4866229094325	658.3377297413342	800.5483683018413	857.4071265250471	774.6687092899336	935.3329470719857	724.5985808321666	797.010631663514	transferase
2.1.-.-	20.71647581002456	28.97119463278819	27.4094910717248	25.08287148075281	17.720554692882544	18.772314234006867	19.664716268900232	22.756251889780824	21.00331932124028	17.242482174189668	18.549213725283526	19.664716268900232	20.78021881251694	18.80418573525306	23.234324408473697	24.413569954582787	26.102759520630944	22.182564867349374	17.65681169039016	20.079045785100725	23.935497435889914	26.99516155552431	26.03901651813856	22.883737894765588	26.548960538077626	19.059157745222592	27.345748069232418	23.967368937136104	24.25421244835183	24.158597944613252	26.29398852810809	21.130805326225047	23.776139929658953	19.059157745222592	18.6448282290221	19.82407377513119	25.497200996953303	15.967622124342004	18.99541474273021	25.305971989476152	19.027286243976402	18.931671740237825	19.76033077263881	22.023207361118413	20.78021881251694	24.222340947105636	21.290162832456005	22.405665376072715	transferase
2.1.1.-	1432.4964950113288	1781.935634674574	1716.2165991049267	1661.015158946523	1319.097693577379	1352.7858703946035	1249.7134353644199	1403.4934288772945	1447.6035866020236	1202.2567700088405	1333.3123831331804	1299.114262296017	1397.4697151417643	1388.450080289092	1470.8379110104975	1600.5867925837435	1723.419558386566	1447.1255140833307	1246.8450002522625	1459.8422430805613	1694.798950267486	1724.4394464264442	1480.3037468806162	1406.584964498175	1622.8968434560777	1331.9737800808405	1847.6227987429747	1669.3973637742713	1577.1293676665464	1596.9853129429239	1824.8028038507016	1441.1018003478005	1508.2231819722801	1383.956198613379	1186.894706408176	1278.4296579872384	1554.8511882954585	1039.7121136532633	1201.0456529614853	1421.4370840789004	1189.5719125128562	1367.2874034616207	1518.358319368569	1625.1915915458035	1499.713491139547	1823.8147873120697	1412.8317787424287	1586.7545610428963	transferase
