EC_number	C1-C-T0	C1-C-T1	C1-C-T4	C1-C-T6	C2-R-T0	C2-R-T1	C2-R-T4	C2-R-T6	C3-C-T0	C3-C-T1	C3-C-T4	C3-C-T6	C4-R-T0	C4-R-T1	C4-R-T4	C4-R-T6	C5-C-T0	C5-C-T1	C5-C-T4	C5-C-T6	C6-R-T0	C6-R-T1	C6-R-T4	C6-R-T6	P1-C-T0	P1-C-T1	P1-C-T4	P1-C-T6	P2-R-T0	P2-R-T1	P2-R-T4	P2-R-T6	P3-C-T0	P3-C-T1	P3-C-T4	P3-C-T6	P4-R-T0	P4-R-T1	P4-R-T4	P4-R-T6	P5-C-T0	P5-C-T1	P5-C-T4	P5-C-T6	P6-R-T0	P6-R-T1	P6-R-T4	P6-R-T6	EC_class
1.1.1.163	84.04514878620732	109.47860678066824	98.41919584823975	96.63439177845302	77.38400502575327	81.17671367405008	71.61526330019258	81.11297067155769	75.31235744475082	69.35238671171298	73.11322385876359	76.39598848712133	83.40771876128349	84.07702028745352	85.00129382359307	92.52296811769429	98.41919584823975	86.91358389836456	73.75065388368742	82.89777474134442	97.90925182830068	103.10430653142991	85.54310934477833	81.71852919523533	83.43959026252968	74.13311189864173	105.01659660620142	89.17646048684418	76.39598848712133	84.77819331486972	104.09232307006185	80.88987016283436	76.01353047216703	77.70272003821519	66.45208009830954	70.65911826280683	81.65478619274295	52.26926204375427	65.91026457712428	82.35595922015916	60.01403684657883	73.81439688617981	87.07294140459553	92.26799610772476	79.00945158930904	99.50282689061027	75.18487143976604	89.11271748435179	oxidoreductase
1.1.1.169	257.7129590767055	338.9215442520018	310.524036641645	304.3409653998839	245.1237160844598	253.44217790971584	235.2435506981404	254.78078096205587	254.36645144585538	222.84553671337184	252.58164737606864	240.34299089753105	257.99980258792124	237.1877122741581	269.0592135203497	284.7718636347222	327.9577478233119	272.756307664908	232.05640057352124	264.5015888421443	318.7150124619163	316.834593888391	268.2624259891949	251.2111728224824	288.1821142680647	241.45849344114777	336.2124666460755	297.90292214815315	291.1461638839605	280.72418297645584	340.29201880558804	273.9992962135094	261.66502523123324	255.54569699196446	217.80983951647357	225.26777080808242	269.25044252782686	185.01406473414238	225.23589930683622	257.6810875754593	210.98933824978857	245.47430259816792	286.5566677045089	297.48859263195266	269.9516155552431	344.945257987532	257.13927205427404	292.45289543505436	oxidoreductase
1.1.1.17	4.685110683190169	7.139216279146925	5.2269262043754265	5.959970733037834	5.928099231791643	7.585417296593608	5.322540708114002	5.641255720575918	5.354412209360194	4.876339690667319	5.067568698144469	4.621367680697786	5.354412209360194	8.828405845195082	6.8205012666850084	6.05558523677641	5.195054703129236	5.322540708114002	4.844468189421127	5.003825695652085	6.310557246745943	10.708824418720388	4.940082693159702	6.438043251730709	5.258797705621618	3.8245801495429945	5.800613226806876	5.609384219329726	4.780725186928743	6.533657755469284	5.959970733037834	3.7608371470506117	5.29066920686781	3.9520661545277616	2.836563610911054	3.601479640819653	5.2269262043754265	3.9520661545277616	4.971954194405894	3.633351142065845	2.581591600941522	3.537736638327271	4.430138673220636	5.195054703129236	6.278685745499751	7.585417296593608	4.653239181943977	6.055585236776409	oxidoreductase
1.1.1.175	7.107344777900733	10.58133841373562	10.740695919966578	8.700919840210315	6.597400757961666	7.362316787870266	6.501786254223092	7.936003810301715	8.41407632899459	5.481898214344959	7.4260597903626495	6.947987271669775	7.202959281639308	8.382204827748398	8.318461825256014	9.01963485267223	9.688936378842255	8.509690832733165	6.4699147529769	8.25471882276363	7.776646304070757	10.039522892550362	7.330445286624074	7.585417296593606	15.26644909692579	11.824326962337093	18.995414742730212	14.182818054555273	16.47756614428107	15.84013611935724	14.724633575740532	11.856198463583285	16.350080139296306	13.641002533370017	11.53748345112137	9.43396436887272	16.44569464303488	10.77256742121277	13.3222875209081	14.055332049570508	13.609131032123825	13.51351652838525	11.441868947382794	11.53748345112137	13.736617037108592	17.178739171697288	14.055332049570508	11.155025436167069	oxidoreductase
1.1.1.179	50.07012845776705	67.63132564441864	61.480125903903655	60.74708137524125	48.25345288673413	53.92658010855624	45.76747578953118	53.95845160980243	51.24937400387614	45.44876077706926	45.6718612857926	46.0861908019931	47.45666535557934	58.611690791746405	57.08185873192921	60.71520987399506	70.85034727028399	52.333005046246655	42.80342617363536	52.77920606369334	57.01811572943683	69.73484472666729	53.73535110107909	53.25727858238621	67.31261063195673	59.185377814177855	76.65096049709088	69.86233073165205	71.2328052852383	69.95794523539062	77.06529001329136	64.3804325173071	63.9979745023528	61.543868906396035	52.492362552477616	54.37278112600292	71.04157627776114	44.62010174466828	53.83096560481766	65.65529256715476	57.1456017344216	55.615769674604394	62.75498595375132	65.33657755469284	58.707305295484986	83.69456227249923	63.00995796372086	69.51174421794394	oxidoreductase
1.1.1.18	438.5518571475968	561.1933939429422	537.1304105020675	528.0789041481491	405.150523841588	403.4294627742936	392.4019233431113	442.2170797909088	426.18571466407445	379.4302223359113	422.87107853447054	418.56842586623463	439.02992966628966	409.9949920310091	444.3205988731575	492.19159374493734	551.9825300827928	466.3438062342759	380.1951383658199	464.71835967072013	532.7640148313393	527.6645746319487	460.2563494962533	445.7866879304823	431.763227382158	384.27469052533246	524.8280110210376	467.0131077604459	414.2339016967526	431.54012687343464	540.3175606266867	435.4921930279624	390.45776176709364	392.4019233431113	331.1767694491772	366.42664982746516	417.03859380641745	265.48960538077625	329.77442339434475	403.27010526806265	312.4681982176627	368.9763699271605	448.65512304263956	473.83360902713093	408.5289029736843	508.06360136554076	376.21120071004594	451.8422731672587	oxidoreductase
1.1.1.184	6.533657755469283	8.669048338964123	6.66114376045405	7.521674294101224	5.418155211852576	6.310557246745942	5.48189821434496	6.406171750484517	5.195054703129234	4.9400826931597015	5.768741725560684	5.832484728053068	5.736870224314493	6.023713735530217	7.4260597903626495	8.22284732151744	7.26670228413169	5.450026713098768	4.111423660758719	6.4699147529769	5.609384219329726	8.22284732151744	7.043601775408349	6.916115770423583	20.174660288839302	12.302399481029967	19.569101765161662	18.804185735253064	18.644828229022103	18.42172772029876	14.979605585710065	15.107091590694832	18.96354324148402	16.7644096554968	15.298320598171982	12.844215002215225	15.457678104402941	12.174913476045203	12.748600498476652	20.620861306285985	15.967622124342007	15.234577595679598	12.684857495984268	18.039269705344463	14.724633575740533	18.58108522652972	14.246561057047659	18.612956727775913	oxidoreductase
1.1.1.192	38.94697452284617	41.75166663251103	42.45283965992725	39.80750505649335	38.30954449792234	41.65605212877246	29.513010153973447	35.37736638327271	42.45283965992725	28.556865116587698	33.1144897947931	29.863596667681556	35.82356740071939	43.122141186097274	44.97068825837639	40.25370607394003	40.923007600110054	35.72795289698082	31.998987251176395	33.17823279728549	41.24172261257197	52.556105554969996	39.425047041539045	38.787617016615215	53.3210215848786	38.277672996676145	55.64764117585059	50.038256956520854	53.73535110107909	54.37278112600292	52.842949066185724	40.69990709138671	54.340909624756726	41.71979513126484	39.010717525338556	36.11041091193511	51.56808901633806	35.18613737579556	41.08236510634101	48.12596688174936	39.71189055275477	44.556358742175895	37.95895798421423	43.44085619855919	42.357225156188676	55.5838981733582	47.201693345609804	47.55227985931791	oxidoreductase
1.1.1.194	7.999746812794097	9.561450373857486	10.135137396288938	9.43396436887272	7.362316787870264	7.426059790362649	6.2468142442535575	7.64916029908599	7.712903301578373	7.107344777900732	7.681031800332181	6.916115770423582	7.139216279146924	7.298573785377881	8.350333326502206	8.127232817778863	10.19888039878132	7.8085178053169475	7.426059790362648	7.394188289116457	10.39010940625847	12.174913476045202	8.924020348933654	8.190975820271246	10.390109406258471	7.8085178053169475	11.824326962337093	10.61320991498181	10.740695919966578	11.218768438659453	10.676952917474194	10.19888039878132	7.394188289116457	8.700919840210315	7.872260807809331	10.167008897535128	10.868181924951344	7.107344777900732	7.5216742941012225	8.63717683771793	9.210863860149379	9.338349865134147	10.868181924951344	12.079298972306626	9.01963485267223	12.270527979783777	8.764662842702696	10.00765139130417	oxidoreductase
1.1.1.2	87.2004274095803	97.20807880088448	92.5229681176943	92.1723816039862	71.23280528523829	84.04514878620733	67.98191215812675	77.83020604319996	84.93755082110069	64.82663353475377	66.6433091057867	69.51174421794394	73.40006736997933	95.39140322985155	87.23229891082649	87.71037142951937	95.26391722486679	79.42378110550953	66.93015261700242	78.59512207310856	89.65453300553706	102.72184851647562	79.23255209803239	73.01760935502502	73.81439688617982	63.679259489890875	86.817969394626	77.83020604319995	81.20858517529628	81.97350120520487	80.50741214788006	65.94213607837048	72.79450884630168	64.25294651232232	52.906692068678105	55.105825654665324	71.32841978897686	53.44850758986336	57.24121623816016	70.65911826280684	54.054066113541	65.8783930758781	71.29654828773067	76.71470349958325	71.29654828773067	92.4910966164481	64.76289053226138	73.8781398886722	oxidoreductase
1.1.1.201	10.517595411243237	14.437790064524808	12.206784977291392	13.258544518415716	10.804438922458962	11.027539431182301	10.071394393796552	10.230751900027512	9.338349865134145	9.62519337634987	11.091282433674685	10.294494902519896	9.242735361395571	8.955891850179846	9.402092867626529	11.696840957352327	12.015555969814242	11.633097954859943	8.828405845195078	10.645081416228003	14.405918563278615	12.366142483522351	11.760583959844709	10.03952289255036	14.69276207449434	10.96379642868992	16.381951640542496	14.660890573248148	13.417902024646674	14.182818054555273	14.979605585710065	12.14304197479901	11.696840957352327	11.728712458598517	10.230751900027512	10.549466912489427	12.493628488507117	8.127232817778864	9.115249356410803	12.621114493491884	9.529578872611296	11.155025436167067	14.405918563278615	13.672874034616207	12.270527979783775	14.278432558293847	12.047427471060434	13.449773525892867	oxidoreductase
