(Intercept):pval	meta$CategoryAmended Cropland:pval	meta$CategoryAmended Grassland:pval	meta$CategoryControl Grassland:pval	(Intercept):pval.padj	meta$CategoryAmended Cropland:pval.padj	meta$CategoryAmended Grassland:pval.padj	meta$CategoryControl Grassland:pval.padj
EC:1.1.1.306	1.4910405371137e-32	0.652704614023901	0.143784216208165	0.245755409438187	2.42399247490088e-29	1	0.993939347821048	0.995351431534767
EC:1.1.1.308	5.33723824417591e-07	0.621515462176198	0.0814941270364576	0.111044660482435	0.000658155472635483	1	0.937425264050853	0.950501246373553
EC:1.1.1.31	8.83280797135481e-26	0.701746438779287	0.0391324291850388	0.181117888145744	1.33609129015013e-22	1	0.851120846064823	0.980195087437776
EC:1.1.1.310	0.000513017868764412	0.733482384281769	0.139723698674827	0.197820089304599	0.168789422058343	1	0.966306982501525	0.978125309667192
EC:1.1.1.311	1.5837263202723e-22	0.601952527269944	0.353606952279146	0.638196685149387	2.30909922968264e-19	1	1	1
EC:1.1.1.312	3.24585067399526e-05	0.534482751895456	0.419041564659192	0.593197450724242	0.0287583396467364	1	1	1
EC:1.1.1.313	0.000121571731116666	0.669869992655637	0.04238117175724	0.0365244063796138	0.0873606119467206	1	0.878644153826261	0.890932906251082
EC:1.1.1.320	2.46590942110103e-14	0.626867191485406	0.255705676763659	0.435070907157336	5.00140814180261e-11	1	0.972587647289987	0.993643812223672
EC:1.1.1.325	9.90693617454463e-08	0.454255065114511	0.548773207353289	0.569115995069382	0.00015993448592758	1	1	1
EC:1.1.1.327	1.8552719703478e-16	0.444782173438032	4.12497365975262e-05	4.77903825365309e-05	2.534067132217e-13	1	0.041648470215827	0.0972664081052061
EC:1.1.1.328	6.01572163416161e-06	0.482097503771108	0.173420909525457	0.166427139480133	0.00732016758065759	0.992349887650484	0.973458134938286	0.974941672812531
EC:1.1.1.329	4.1763819290152e-09	0.50645423476246	0.000339787343447445	0.000431857236240214	5.29496951889748e-06	1	0.209109843347143	0.271385614961253
EC:1.1.1.333	2.33639298879984e-10	0.715086676074646	0.319203160077621	0.232704668101776	4.05369341472533e-07	1	1	0.992382274754083
EC:1.1.1.335	2.26015976767524e-11	0.637909172338883	0.568773479317701	0.587215034715841	3.9655581577161e-08	1	1	1
EC:1.1.1.336	3.4390380883832e-31	0.570186653460315	2.82474879554837e-06	2.68647072268289e-05	5.52960532427946e-28	1	0.00676688606449327	0.0383129542459054
EC:1.1.1.338	0.0439001365661192	0.523876391462691	0.360787208850355	0.423859818421415	0.853201966915607	1	0.996820050416836	1
EC:1.1.1.339	8.900866155237e-15	0.714216979487641	0.574060347479743	0.638646737089281	1.82383084329496e-11	1	0.997784712628954	1
EC:1.1.1.340	0.36926108730896	0.69023104961577	0.36895318807042	0.30099005191602	1	0.993553037701132	1	1
EC:1.1.1.341	1.70511174624188e-13	0.679434679987075	0.506849745940853	0.371245653204676	3.30522369890174e-10	1	1	1
EC:1.1.1.343	8.99859207835542e-47	0.432305334346529	0.383526397122666	0.325046951328718	1.77899744372499e-43	0.996183338386039	1	1
EC:1.1.1.344	1.81206265270628e-12	0.606358407972214	0.551791330875029	0.460706109685212	3.38156134517542e-09	1	1	0.996901274498511
EC:1.1.1.346	0.244689152081889	0.705069983865419	0.0928160240867505	0.127945565389845	0.994307128147632	1	0.972969862654276	0.972084320186145
EC:1.1.1.347	9.05601867610267e-08	0.731342474515341	0.757635679677481	0.629288875037266	0.000147182608610852	1	1	1
EC:1.1.1.35	7.67095095274243e-46	0.234741751521209	3.38548144819106e-05	9.62941652515523e-05	1.50183769813518e-42	0.994001478981683	0.0555567032884418	0.174867958641894
EC:1.1.1.350	1.86102175336877e-12	0.597806028193022	0.698756951358643	0.69982542741714	3.40691629595324e-09	0.997943289506039	1	1
EC:1.1.1.355	2.41976577664005e-14	0.60050071309386	0.647080375609134	0.414843393113916	4.82646665689312e-11	1	1	1
EC:1.1.1.356	1.37976973596521e-11	0.512291131960564	0.762413795342111	0.767131913405078	2.43011093400969e-08	0.992864427821559	1	1
EC:1.1.1.36	1.53783803106057e-25	0.656486175746489	0.0323245260609024	0.109256040919276	2.30021375661247e-22	1	0.876318961264707	0.988170408592433
EC:1.1.1.361	0.00662359765322699	0.603122729727878	0.172170643498126	0.243044195218388	0.346857592366179	1	0.999287288434354	0.999615561626442
EC:1.1.1.362	6.48092690624935e-15	0.690951334530399	0.345618009713608	0.316863679112055	1.33647069106013e-11	1	1	1
EC:1.1.1.363	9.62652513180826e-07	0.726244293090543	0.0111380403097714	0.0440769533898978	0.0015307390902447	1	0.775254678714747	0.918406073994385
EC:1.1.1.364	5.6899897440445e-20	0.546756287568426	0.522460469419817	0.321702143385229	8.09835530469548e-17	1	1	0.988099586664162
EC:1.1.1.367	2.48426279547687e-13	0.577616076098922	0.725695187590841	0.734563876889695	4.797728481859e-10	1	1	1
EC:1.1.1.368	2.99162815700638e-09	0.620026736656137	0.00423367523647839	0.0105532531819923	5.03291640738084e-06	1	0.681184352669278	0.70810991278237
EC:1.1.1.369	1.68091382489096e-68	0.0310396944465113	6.97734223193552e-08	5.19650637792989e-06	4.15132196223348e-65	1	0.000173042609938525	0.0127463144096664
EC:1.1.1.37	1.28153126131795e-54	0.232523029215073	0.377648509906572	0.509800512328545	2.80450388376367e-51	0.999096038779681	0.99411806778012	1
EC:1.1.1.370	1.19896058121001e-45	0.187079818483636	1.2352586997208e-05	4.06401629723298e-05	2.32798618715383e-42	1	0.022041598230456	0.0771506280579277
EC:1.1.1.371	1.71403713108458e-15	0.370825552092888	0.178803737346443	0.346306772587546	2.32088448675795e-12	0.991998399776959	0.98954012270116	0.993767278160473
EC:1.1.1.373	1.81285888347679e-05	0.634693324867549	0.0215277579133508	0.0373749715488247	0.0219275344764451	1	0.740873756827668	0.806176566348355
EC:1.1.1.376	1.17435808429708e-05	0.736986612087197	0.035358566934964	0.0885167385088114	0.00829370169033147	1	0.932888702542513	0.96026174158316
EC:1.1.1.38	1.1630806853049e-51	0.577656952019561	0.0298908482937969	0.0344372487884418	2.46324874610501e-48	1	0.903556344698471	0.910994696359487
EC:1.1.1.381	3.17278983986663e-06	0.711993255090024	0.410009820744074	0.526139036684299	0.0038628254341621	1	0.993518355406103	1
EC:1.1.1.382	5.59301980469286e-34	0.33673335640626	0.0107455416280569	0.043863950693055	9.24867219470991e-31	1	0.661548683565659	0.882317193923616
EC:1.1.1.383	1.43409589759003e-14	0.472617538781222	0.480272931989122	0.539631092268341	2.92453856270969e-11	1	1	1
EC:1.1.1.384	5.3877646568962e-31	0.567418603822783	0.585376309067491	0.671757596002291	8.60705783137677e-28	0.997438968782837	1	1
EC:1.1.1.385	3.97190204737373e-55	0.617292464155806	0.464614276060271	0.408834943379373	8.68217090537086e-52	1	1	0.997032564245592
EC:1.1.1.387	1.89079900856162e-07	0.650405280506319	0.427998981692769	0.731175490504897	0.00029969928256976	1	1	1
EC:1.1.1.39	3.00383849738406e-12	0.326887659250502	0.000147450875777681	0.000316507193086285	5.57948939827746e-09	0.986118312499832	0.131830383162368	0.162820563694382
EC:1.1.1.390	0.0506761118286859	0.704581721752997	0.297514466741689	0.290518779803845	0.842449305365069	1	0.998072038879284	0.986664867123975
EC:1.1.1.391	0.000924182086806846	0.542086090148474	0.0720401936869652	0.317845411718172	0.244863622003023	1	0.952722201435357	0.992481605954554
EC:1.1.1.392	2.73999366690747e-16	0.696570279877108	0.383273937056852	0.402139343414671	3.73713392183329e-13	1	1	1
EC:1.1.1.393	9.51898083102716e-20	0.700568877816963	0.093221471256795	0.264351954880351	1.35217535192838e-16	1	0.971178426392335	1
EC:1.1.1.394	5.74907938694314e-48	0.382948142008137	0.510303432402136	0.194567497521201	1.1558040957566e-44	1	1	1
EC:1.1.1.395	1.09877384968371e-14	0.540429994328842	0.442012068503853	0.402997996543534	2.20589432137208e-11	1	1	1
EC:1.1.1.397	2.72924525687723e-09	0.613517220351043	0.292085503153749	0.256325011257604	4.59042159603809e-06	1	1	1
EC:1.1.1.399	3.19361557390291e-08	0.68414605628041	0.694602376509542	0.735709527056083	5.21748189351353e-05	1	1	1
EC:1.1.1.40	7.77397579466981e-48	0.7378547965683	0.00833135822241443	0.05174607132718	1.56064038628764e-44	1	0.723336094643319	0.949572019850512
EC:1.1.1.400	4.68094614736821e-54	0.0725151813638766	0.602710748281315	0.74535563461765	1.01651568374994e-50	0.991984612192293	1	1
EC:1.1.1.401	1.02855276882282e-22	0.632697869133884	0.3787504941275	0.394395047864952	1.50454200226276e-19	1	1	1
EC:1.1.1.402	3.00932408946018e-27	0.740002508384198	0.122696611507257	0.334588114397997	4.60715404483212e-24	1	0.971744773325947	1
EC:1.1.1.403	1.1220191442618e-14	0.553147665711819	0.146037359526113	0.206300463420688	2.2909459052034e-11	1	0.988544050417659	0.970798300436408
EC:1.1.1.404	7.8461542818431e-15	0.613076128210334	0.180307696504752	0.218443962590938	1.5707815256838e-11	1	0.986046331767235	0.985694089554737
EC:1.1.1.405	2.1351524538693e-07	0.708861955594547	0.572744279198802	0.443873544625987	0.000338387369238859	1	1	1
EC:1.1.1.407	1.1200734298291e-18	0.351175313674748	0.0237685603285905	0.0791277980074375	1.57657231940963e-15	0.992464394738594	0.850969751845409	0.921304633720811
EC:1.1.1.408	2.72321291677114e-35	0.407385508297826	0.310101714633942	0.38777448042466	4.59596588391059e-32	0.996429186895814	0.999972431806192	1
EC:1.1.1.409	3.68411916078226e-09	0.716618845179595	0.358153085412615	0.510766360302489	6.10395459520185e-06	1	1	1
EC:1.1.1.410	2.58956664651371e-09	0.721052808518696	0.00308625352591899	0.00897221127601643	3.26313909525147e-06	1	0.532207534745018	0.733970449629758
EC:1.1.1.411	0.000835335126254462	0.624577969145727	0.0982360481467408	0.285878164774159	0.273447455765513	1	0.965688782138019	1
EC:1.1.1.412	1.34556262304431e-40	0.570869667700082	0.650726301830432	0.681556031386744	2.43764874474937e-37	1	0.996019759368785	1
EC:1.1.1.413	7.73451048000084e-10	0.596661307524744	0.228348142929369	0.36228523180404	1.32621998666718e-06	1	0.99756625533669	1
EC:1.1.1.414	0.551130297875831	0.716290728793664	0.720253264060869	0.716094342557425	1	1	1	1
EC:1.1.1.42	2.2818516822454e-63	0.0887518957813857	0.00764434820441189	0.0364911466922452	5.43165994258776e-60	0.957589354702692	0.675951624889488	0.915621242556665
EC:1.1.1.44	1.11770219480639e-28	0.725086278484508	0.661090933790147	0.595776559472245	1.74987504435158e-25	1	1	1
EC:1.1.1.47	1.21892725570687e-47	0.599724613426813	0.557276924539369	0.628810100169159	2.45282628732927e-44	0.997433546292482	1	1
EC:1.1.1.48	6.20369891995293e-07	0.706308321160067	0.741482222302981	0.751256092017353	0.000977675651564643	1	1	1
EC:1.1.1.49	1.85394699194549e-62	0.531404969232354	0.0127725057014887	0.00516201590050004	4.38171163208019e-59	1	0.762055956257548	0.595459203793191
EC:1.1.1.50	2.58109505990589e-14	0.709354666059526	0.630830241335315	0.478793839961276	5.17274417743963e-11	1	1	1
EC:1.1.1.51	1.93766877543133e-13	0.564328365440719	0.57126736636217	0.593619002269129	3.75271421576562e-10	1	1	0.997126247427577
EC:1.1.1.52	3.27985495699248e-06	0.516432001554658	0.464749506740643	0.25807368472378	0.00517849532652103	1	1	1
EC:1.1.1.53	0.0620770604334469	0.651783691408088	0.167915224395618	0.193400192214951	0.853243769680039	1	0.982845469473001	1
EC:1.1.1.56	1.02791559986048e-12	0.632119094778002	0.025985671946214	0.0437681431809073	1.88208294782388e-09	1	0.834542104773949	0.870530024298957
EC:1.1.1.58	1.15292664304434e-10	0.671160963275453	0.0936771034579092	0.142028977158089	1.9567589882967e-07	1	0.953514130527007	0.956784638439902
EC:1.1.1.6	1.25004476666186e-13	0.648668698982825	0.682958284973659	0.737135630167292	1.65820919328572e-10	1	1	1
EC:1.1.1.60	7.47058836775158e-57	0.655753529489997	0.760088392269516	0.620114124775507	1.67177679744488e-53	0.998090419914563	1	1
EC:1.1.1.65	2.18317213138645e-24	0.739944706568581	0.00135507208063439	0.00012644415751276	3.2429798504596e-21	1	0.388402971579638	0.152720317269272
EC:1.1.1.67	0.242455297977366	0.155979382736699	0.00550816923035952	0.0770907971456494	0.995188089159374	0.987740315121553	0.666697117368671	0.964381918733514
EC:1.1.1.69	0.00446871347946903	0.728159546495703	0.234630428384485	0.477261218089041	0.47202946496461	1	1	0.994884319844342
EC:1.1.1.76	7.03152813752439e-14	0.728135277128445	0.725627790263642	0.617728098175444	1.36888790233658e-10	1	1	1
EC:1.1.1.77	5.66219987563343e-12	0.640067802745813	0.511287272268924	0.457475055734703	1.01732611675065e-08	1	1	0.993428439803032
EC:1.1.1.79	2.14071724735858e-43	0.744683429903004	0.380923248557734	0.585795393350475	4.05869917914814e-40	1	1	0.992860150367521
EC:1.1.1.80	1.82462968345565e-10	0.723023117802069	0.0143701226882243	0.0221152350056562	3.14956996550972e-07	1	0.81694641279999	0.769281856239318
EC:1.1.1.81	2.76493119440615e-61	0.265700329069213	0.11711889378317	0.140523351540002	6.44089950168223e-58	0.996763956199998	0.974568626696172	0.975393747445029
EC:1.1.1.83	8.44929715202166e-33	0.539039453806633	0.591092315621507	0.623137040688544	1.3714434797459e-29	0.995649589086872	1	1
EC:1.1.1.85	3.95492660654044e-50	0.556186425297251	0.556141697791247	0.418930407185196	8.15496860701528e-47	1	1	0.997256810931728
EC:1.1.1.86	7.02418148475184e-45	0.6365808588528	0.0124144046197613	0.0694603936902311	1.36292720154314e-41	1	0.845146139927227	0.955769179521926
EC:1.1.1.87	3.68697898637869e-30	0.500071547111956	0.658436289611361	0.494154481551294	5.78956195857953e-27	1	1	0.995253452408696
EC:1.1.1.88	0.252918078284827	0.306539298957703	0.0215009413166591	0.0850001831708238	0.992820077096776	0.995148429016081	0.879895906843947	0.949434142400263
EC:1.1.1.9	6.36518615593218e-13	0.548353772575817	0.671217978782327	0.54309513471415	1.16280127540613e-09	1	1	1
EC:1.1.1.90	6.29085562539045e-05	0.615763777861629	0.212391434694357	0.302522191855403	0.0574696607952054	1	0.993458094882511	0.993822597873836
EC:1.1.1.93	3.05459344360698e-25	0.534370997352168	0.589080156519271	0.60942474906528	4.61968876611257e-22	1	1	1
EC:1.1.1.94	1.49196398397793e-49	0.345223011125027	0.634925300488663	0.704149046813948	3.06729746145216e-46	0.993461082226555	1	1
EC:1.1.1.95	2.17333506721492e-60	0.350879686621139	0.764456061208932	0.601365441768264	5.05791672918363e-57	0.98782381380936	1	1
EC:1.1.2.6	5.84896879547943e-40	0.0817205118702669	7.16351677236462e-05	0.000726731564261802	1.06246263862723e-36	1	0.0805537216807185	0.541853386868977
EC:1.1.2.7	3.42283712855739e-49	0.459710878976139	0.00149044684323468	0.00176208336810893	7.00467383797089e-46	1	0.482856475620245	0.441107615242615
EC:1.1.2.8	3.49375607877261e-28	0.70039266655325	0.0345996057515355	0.0580349272249386	5.40988311603288e-25	1	0.845386749469915	0.936153993653674
EC:1.1.2.9	1.17537108518251e-11	0.482246255857833	0.11784632569057	0.149724883033646	2.11481423709886e-08	1	0.983909633273684	0.977360274857457
EC:1.1.3.12	1.21070844322224e-11	0.724839682122715	0.693416247642727	0.723686594657799	2.13269406596633e-08	1	1	1
EC:1.1.3.17	1.87875756618716e-13	0.582702372530817	0.314055766278855	0.413805406254971	3.60364618354203e-10	1	0.993744276771193	1
EC:1.1.3.21	6.06298786749032e-08	0.514494523082398	0.642234334423452	0.609292414393613	9.84272446482425e-05	1	1	1
EC:1.1.3.41	0.67387572321091	0.560871439529132	0.0538801742988353	0.0667459304809833	0.998259401099131	1	0.932846485290747	0.918115288423749
EC:1.1.3.43	9.380625000735e-09	0.70597615020927	0.144630156982172	0.186323165894043	1.52593617135793e-05	1	0.98516950776417	0.990887579619923
EC:1.1.3.45	0.00308544374049493	0.645269543781224	0.62330027787725	0.569106765036995	0.419301501478341	1	1	1
EC:1.1.3.46	2.5763905477465e-36	0.353026292964703	0.00304152950964562	0.015417479993368	4.40134542517115e-33	0.996836875386844	0.55226406522426	0.893840468414708
EC:1.1.3.47	1.12652304368003e-09	0.709887587724477	0.000283810590772818	0.000626802745958873	1.41040108641136e-06	1	0.191600728157272	0.365242527250898
EC:1.1.3.48	4.28016910108964e-11	0.448163963548199	0.584074081778195	0.429485545122114	7.54828328938806e-08	1	1	1
EC:1.1.3.6	2.70376266394672e-34	0.542800588304841	0.347418167446549	0.677508171561619	4.5037393208696e-31	1	1	1
EC:1.1.5.11	6.86271178773623e-12	0.665800239072307	0.651328528571797	0.660939122862079	1.25282512003499e-08	1	1	1
EC:1.1.5.12	1.63197301305023e-05	0.561254335454149	0.0225343428851609	0.018707482629221	0.0163633456694422	0.996574930875637	0.826324712694168	0.778976107092395
EC:1.1.5.2	7.63895257104459e-45	0.063929795070278	1.78031477763296e-05	0.00019406364094037	1.47231206449202e-41	0.997305186968108	0.0421339135233679	0.234111861064049
EC:1.1.5.3	4.96868061101162e-53	0.456388876359503	0.482101391943132	0.730359818069143	1.07085208239085e-49	0.994668552354627	0.993605144139427	1
EC:1.1.5.4	7.09963922720935e-10	0.480670277829694	0.69656436106713	0.576277663014615	1.20733982765173e-06	1	1	1
EC:1.1.5.5	1.00736014036094e-30	0.324585832179912	0.639882445976862	0.550579552026894	1.60996509648278e-27	1	1	1
EC:1.1.5.8	2.51488463985898e-47	0.0583560213756752	8.46776309770467e-06	0.00116960200816757	5.06172505672208e-44	1	0.0202590485975068	0.6389269857729
EC:1.1.9.1	7.89070824234642e-56	0.0379904491210918	6.10219413480981e-06	0.000241188360050548	1.75606827431438e-52	0.999797915931118	0.014648101785258	0.431889455670979
EC:1.1.98.2	1.20620457552873e-71	0.346809282267559	0.00557925236389021	0.0211645496421689	3.01166990735812e-68	1	0.797901083297499	0.903671390245345
