(Intercept):pval	meta$CategoryAmended Cropland:pval	meta$CategoryAmended Grassland:pval	meta$CategoryControl Grassland:pval	(Intercept):pval.padj	meta$CategoryAmended Cropland:pval.padj	meta$CategoryAmended Grassland:pval.padj	meta$CategoryControl Grassland:pval.padj
EC:1.2.99.6	4.5946699000942e-60	0.724601993322564	8.75247740116468e-07	2.66069818649719e-07	1.0624526457129e-56	1	0.00216205741413746	0.000664521465381264
EC:1.2.99.7	0.159395759762564	0.532987349502735	0.0256267672151531	0.0216241498989684	0.954848177859037	1	0.84006369916205	0.854466318760048
EC:1.20.1.1	1.90362011952272e-08	0.713579550326081	0.258807149406933	0.123748796114857	3.09350867744532e-05	1	1	1
EC:1.20.4.1	0.00860968671145357	0.718544048770545	0.345658088317357	0.35307532347985	0.555381973431173	1	0.989484529433592	1
EC:1.20.4.4	7.69029310592888e-34	0.450529365418283	0.152753635259898	0.269376606966441	1.27634971044549e-30	0.995003739404437	0.995480147620896	0.994164438063402
EC:1.20.9.1	6.63238673904998e-07	0.639526538676673	0.23367324770765	0.228746234096317	0.00106148137380447	1	0.98522825535142	0.987981508607151
EC:1.21.4.1	0.697970497481613	0.519571786166247	0.0501527954440215	0.0928743972293912	1	1	0.944435391832629	0.970297765891475
EC:1.21.4.2	4.33920238504645e-12	0.376326137801087	1.47862301662222e-05	6.36959573523475e-05	5.70682037572937e-09	1	0.0345326015099749	0.103936659067349
EC:1.21.4.4	1.45956754621195e-06	0.479656827318969	0.000331006184597638	0.000368749738747638	0.00231450376868153	1	0.226671674203227	0.303917919274669
EC:1.21.4.5	9.96284651999524e-13	0.611402535017118	0.663251051850352	0.714553330938385	1.82170586775221e-09	1	1	1
EC:1.21.98.1	8.29418174385784e-43	0.124937518494859	0.000231247940426208	0.00221908529212761	1.54664899483339e-39	0.985534745673991	0.148343588367034	0.689268853256607
EC:1.21.98.2	2.68575951099109e-06	0.748852411517268	0.644277247322526	0.402605483129167	0.00424851570566063	1	1	0.996287117525374
EC:1.21.98.3	5.20677667895673e-41	0.0704880424014274	0.00487919254946591	0.0422260551544186	9.53349994477419e-38	0.98562133069764	0.752743333647543	0.981085893818204
EC:1.21.98.4	3.57100877598016e-49	0.295726526311331	0.0593866684643465	0.229808112892728	7.3470796274127e-46	0.99878643773636	0.927396714551173	0.998041795866534
EC:1.3.1.1	1.05039449787424e-34	0.301053313459882	3.93230539603735e-05	0.00057564304808946	1.75602282233858e-31	1	0.0693599117238755	0.406758742611555
EC:1.3.1.103	1.4250375153186e-56	0.654636734839828	0.00999551010472355	0.00507159037690248	3.19042254954236e-53	1	0.673082957983359	0.584367449310436
EC:1.3.1.104	1.32926679976869e-18	0.437656227634863	0.06589178574432	0.101287438299817	1.87152608132129e-15	0.994571350278869	0.929335994203511	0.981708283933477
EC:1.3.1.106	1.17207568789413e-08	0.388851170583507	0.33453287521538	0.725555934746873	1.93082252440916e-05	1	0.995338186947249	1
EC:1.3.1.108	2.68630035608235e-45	0.671558228511683	0.383475160150921	0.37695247270286	5.23121785722521e-42	1	1	1
EC:1.3.1.114	0.000834945478030944	0.656325501345327	0.199063958029481	0.186375323556389	0.244472990217272	1	1	0.990096896330647
EC:1.3.1.115	5.47084426372191e-12	0.454175018254464	0.51666525090427	0.512095098888363	1.00762925087095e-08	1	1	0.992995415370766
EC:1.3.1.116	7.23506324296075e-12	0.703919885552009	0.406616441452704	0.463242760027667	1.30620600429648e-08	1	1	1
EC:1.3.1.12	5.76223097015216e-14	0.676049420843157	0.606953367611479	0.728113951441425	1.13735970294626e-10	1	1	1
EC:1.3.1.14	1.7304715619308e-37	0.342863158126424	0.0562283947782715	0.211388875663156	2.99277206392917e-34	0.992775821328361	0.92989606007115	0.994634516727066
EC:1.3.1.28	2.47662827745909e-12	0.727501373164443	0.55053781802009	0.477309823337131	4.47679931667166e-09	1	1	1
EC:1.3.1.32	3.29948619577692e-08	0.553479146658125	0.354665188715322	0.493876668920595	4.09382755763829e-05	1	0.99569287705167	1
EC:1.3.1.34	1.75741203164148e-38	0.753620904488472	0.718042488272837	0.753452269964831	3.07591688692536e-35	1	1	1
EC:1.3.1.39	5.61183044478497e-15	0.614102612725859	0.633912738097165	0.567511631018797	1.15539036671386e-11	1	1	1
EC:1.3.1.43	2.37523302314063e-38	0.61029669809851	0.496895658551764	0.364535362550579	4.11091246732132e-35	1	0.993619366579312	0.987427546837722
EC:1.3.1.44	6.1660253238352e-08	0.73356808900396	0.520972799408741	0.453164753185303	9.99837118681891e-05	1	1	1
EC:1.3.1.53	5.03763697423665e-15	0.706450631525677	0.112394437999301	0.183810201574458	1.04042989501618e-11	1	0.991618233735495	0.997201664075762
EC:1.3.1.54	4.05852434992582e-13	0.603968228843339	0.156058963605837	0.102057721084171	7.76444001107657e-10	1	0.974323358766698	0.963188264303171
EC:1.3.1.56	1.65180369382512e-14	0.632891334776288	0.677925858526641	0.702721281178586	3.35038281840117e-11	1	1	1
EC:1.3.1.70	1.04628111730065e-13	0.634808889460816	0.632215409539755	0.729693942862038	2.03450988695009e-10	1	0.99664271888134	1
EC:1.3.1.76	1.73605452929992e-11	0.739939514665031	0.397326972529129	0.562775336459557	3.05034552356559e-08	1	0.995419558499077	1
EC:1.3.1.84	7.69290992563461e-16	0.639181558020626	0.135944365606506	0.185132789540625	1.05322165156004e-12	1	0.973487152203137	0.981380937369019
EC:1.3.1.85	4.44167191822585e-35	0.568782317189989	0.0793334830545192	0.246781932250946	7.46063243877902e-32	1	0.974603484717009	1
EC:1.3.1.86	5.63686065004365e-26	0.745989101857324	0.518694337293731	0.75273630624524	8.51626887720248e-23	0.997326820431773	1	1
EC:1.3.1.87	9.58352859320622e-67	0.673789490809808	0.148605633877158	0.101572885470327	2.32341925472982e-63	1	0.972773366880625	0.936320331596681
EC:1.3.1.9	4.90517877434539e-51	0.442401741550029	0.0841307032292708	0.0597347502406037	1.03043442129665e-47	1	0.973803742104256	0.932410319913919
EC:1.3.1.95	9.52805114172907e-47	0.576692477075177	0.643949280996051	0.688470441348473	1.88632872102191e-43	1	1	1
EC:1.3.1.98	3.73119252697858e-50	0.266463076059651	0.15901276679715	0.293680887435336	7.71369682572588e-47	0.994042471528884	1	1
EC:1.3.3.11	0.390199097746268	0.675140366366307	0.457136236945368	0.464967710990062	0.994214860745911	0.99478854440553	0.981682154905767	0.992574980600968
EC:1.3.3.13	6.12858305770736e-11	0.550411836489689	0.354905659308029	0.420688762544915	1.08243206247208e-07	1	0.998453158830641	0.993072778457484
EC:1.3.3.3	4.76667893997519e-19	0.736133092560763	0.00559199602348756	0.0181793614108083	6.73561962824532e-16	1	0.733183438549183	0.833272903526105
EC:1.3.3.4	8.600484510045e-40	0.218154763873049	0.00292292805222138	0.0132738818504086	1.55003485024672e-36	1	0.573001951991478	0.753924552431055
EC:1.3.5.1	3.61658852532366e-66	0.315249708111047	0.361103896896552	0.489714048238749	8.78459972237591e-63	1	0.998254282226682	1
EC:1.3.5.2	9.30911109303823e-33	0.708990419837115	0.304349939967237	0.529056827701323	1.50936545998901e-29	1	0.987293642998204	0.995780469196478
EC:1.3.5.3	6.22022244993192e-05	0.734402247127484	0.531591620074033	0.491401145751835	0.069239822213131	0.99777739268308	1	0.994888426144481
EC:1.3.5.4	2.23082493378631e-62	0.0618279050214947	6.42361750556077e-06	9.79906261404512e-05	5.2825600941968e-59	0.959864895292556	0.0152851347206548	0.143472419671605
EC:1.3.5.5	3.66719627257716e-17	0.438720123220211	0.728878582188153	0.517002249266732	5.04548277189711e-14	0.992883788363873	1	1
EC:1.3.7.1	5.80513325083853e-09	0.356314278242357	0.0167714039570283	0.0456318669192556	9.6910748201319e-06	1	0.809500754249773	0.90468704011079
EC:1.3.7.15	1.17857112957864e-14	0.685159498336548	0.00483819586552088	0.0113498120455326	2.36132849384951e-11	1	0.628897171217993	0.723898601123707
EC:1.3.7.2	2.67739273574624e-07	0.778747348188172	0.301149434678306	0.45740390928488	0.000432846015014912	1	0.998543914446394	1
EC:1.3.7.5	4.60273032517472e-08	0.715172488550886	0.332827887967979	0.145257524890546	7.42769229301731e-05	1	1	0.989464826456631
EC:1.3.7.7	2.61390252799305e-22	0.275332203132871	0.00173876092743068	0.00310235388047581	3.82100292396861e-19	1	0.544254189189529	0.703369746750034
EC:1.3.7.8	8.64790066248786e-11	0.379205272983762	8.63899313197081e-09	3.18832513307443e-08	1.1215847562076e-07	1	2.14856596218328e-05	7.99960675931903e-05
EC:1.3.7.9	5.33321499616401e-49	0.113648343017281	5.81291846747656e-07	3.48998009656876e-06	1.0998707593667e-45	1	0.00142585700014751	0.00857731088749629
EC:1.3.8.1	5.62840182287684e-52	0.390415572480652	0.1716017074415	0.193875306574926	1.19490325668659e-48	1	0.97944453128245	0.990276386487572
EC:1.3.8.10	2.38381632751355e-16	0.512369409799601	0.508501183959436	0.565369559899863	3.2805862233843e-13	1	1	1
EC:1.3.8.11	5.60315682740509e-15	0.710358994100191	0.55253889604494	0.610368649344174	1.16288350476834e-11	1	1	1
EC:1.3.8.12	3.44291303701807e-25	0.644655235145386	0.411821230281419	0.526356610279447	5.12742874329498e-22	1	1	1
EC:1.3.8.13	1.36770511317791e-39	0.6542794274067	0.357575171921941	0.407061832118078	2.457361582247e-36	1	0.992938837474941	1
EC:1.3.8.14	0.523177769070369	0.53678685997688	0.561197036064499	0.516554198304298	1	1	1	1
EC:1.3.8.2	3.09000819404427e-05	0.577434084618823	0.180147031603492	0.111896782975659	0.0347096531975882	1	0.978705946811256	0.979986017327973
EC:1.3.8.3	4.23232648376213e-47	0.640087252727152	0.14202479694403	0.243092602315641	8.44314633646969e-44	1	0.979249271483043	0.978893203020662
EC:1.3.8.7	7.18846637524827e-21	0.754388535853018	0.0150877984288195	0.0662596695016371	1.02306062971298e-17	1	0.811627057880298	0.932724003183236
EC:1.3.98.1	3.56271647600215e-09	0.660176466594081	0.172190366296789	0.128566365476478	5.86592421464825e-06	0.999217377989936	1	0.974035721309244
EC:1.3.98.3	1.96160200523743e-28	0.651393115998877	0.146288461170804	0.0578616309138627	3.06023096767391e-25	1	0.991568689126829	0.946452740057467
EC:1.3.98.4	9.68526801450181e-08	0.748314387921236	0.0672905696798228	0.118455398192382	0.000156582400747188	1	0.898694975405239	0.935775516158751
EC:1.3.99.16	7.50224134338528e-59	0.242578377045138	0.0654893946209759	0.12475199592781	1.71327089617332e-55	1	0.959317291690161	0.982005822051723
EC:1.3.99.26	4.30348083557686e-10	0.518885509023466	0.443591032451281	0.547302334326968	7.42610412709718e-07	1	0.994056197748714	1
EC:1.3.99.27	1.38588723830324e-11	0.637397768150114	0.204807445349928	0.275388505738341	2.48800600382432e-08	1	0.994128677063236	1
EC:1.3.99.28	0.00426179509045314	0.641318612837513	0.381458376240385	0.327567565763915	0.460346567499982	1	0.994971679519172	0.989892946114516
EC:1.3.99.29	0.732792712526387	0.693115215403975	0.548593030889771	0.383053025500113	1	1	1	1
EC:1.3.99.31	1.16064497992187e-39	0.412090269354018	0.193780655490157	0.346456554341473	2.07397941130861e-36	0.998727237796624	0.998694692202578	1
EC:1.3.99.32	1.70633073642845e-11	0.697034455721682	0.745317880015947	0.66575274992095	3.0487923224215e-08	1	1	1
EC:1.3.99.33	0.0180542364613844	0.380216843439087	0.448585887362571	0.669891517991845	0.743094602442257	1	1	1
EC:1.3.99.38	1.24064749999013e-43	0.403333587800179	0.00883587453039624	0.0122793619995594	2.35344825597176e-40	1	0.666414124965213	0.706095806099083
EC:1.3.99.4	3.56550648030654e-22	0.102698973715897	0.00117753709860495	0.0204392731865438	5.21219191201768e-19	0.974252433560117	0.413727256354764	0.835164232964732
EC:1.3.99.5	1.03542660556677e-11	0.689394210847105	0.26592700135256	0.712001492573106	1.83364787520457e-08	1	0.993382493539512	1
EC:1.4.1.1	1.67865501117867e-51	0.574736255577432	0.646508576658943	0.606950758495332	3.54943045074544e-48	1	1	0.995278169416091
EC:1.4.1.11	1.12787947384452e-10	0.635695015543352	0.590264301010707	0.490904037709408	1.97251164209614e-07	1	1	1
EC:1.4.1.12	7.96741145281388e-14	0.748867036486133	0.365747501724294	0.448080694722596	1.52628043884051e-10	1	1	1
EC:1.4.1.13	4.68005142917027e-62	0.712473808477032	0.0162812763779093	0.0081423142879562	1.10007044159821e-58	1	0.847582249476331	0.769264058540925
EC:1.4.1.18	6.86460575080095e-15	0.555240151770225	0.363878887530398	0.37994803647739	9.22076388108308e-12	1	1	1
EC:1.4.1.2	3.66309769459987e-49	0.326116703891071	0.0283976358798781	0.242017885868029	7.51509600339463e-46	1	0.968809939847491	1
EC:1.4.1.20	9.07017516649233e-14	0.771999436014956	0.713411907700795	0.631893526534753	1.77557676894757e-10	1	1	1
EC:1.4.1.21	1.31566955728489e-13	0.59426962227665	0.359271692781387	0.443711465576714	1.74190860709599e-10	1	1	1
EC:1.4.1.23	2.61416812329107e-09	0.75307140458121	0.235710326248575	0.257134742909074	4.37635687094984e-06	1	1	1
EC:1.4.1.24	1.11554643994483e-10	0.474586396857858	0.0448408567678449	0.0531859045266379	1.94872705397767e-07	1	0.885031290647061	0.942733828221353
EC:1.4.1.25	4.09990907213748e-08	0.656400569205117	0.469201029518424	0.752057679126694	6.68354281652631e-05	1	1	1
EC:1.4.1.26	1.12707069473874e-26	0.424801409590182	0.149478432114739	0.209451336055511	1.70229784302854e-23	0.997860868487783	0.949267324532095	0.974466641834863
EC:1.4.1.3	1.87858567894225e-51	0.122994080960287	3.50530868135426e-05	0.00118717015192735	3.965385870799e-48	0.99330694933611	0.062505332883728	0.436673075318211
EC:1.4.1.4	3.14212197927155e-13	0.303640584920898	0.551103804330058	0.722357509067862	5.92481915959175e-10	0.994355428775787	1	1
EC:1.4.1.9	6.03861848616224e-23	0.74692238727845	0.11042405161721	0.120515760917567	8.89516074687826e-20	1	0.981965722216161	0.983283100915792
EC:1.4.3.10	2.55794771059081e-07	0.534539294733508	0.149760707284821	0.272842988259713	0.000411515664710387	1	0.986363062628628	0.993726274336293
EC:1.4.3.16	9.58762384454381e-53	0.490886343168345	0.579987461839341	0.744407857611661	2.05727109244778e-49	0.996725424153879	1	1
EC:1.4.3.19	3.09011157467711e-31	0.661930299479908	0.0539633202804334	0.0625309180637634	4.94422812126318e-28	1	0.906444304913731	0.937939228120618
EC:1.4.3.2	5.48106402715893e-14	0.6320478113612	0.00690776208306082	0.0177046063422129	7.31479878895252e-11	1	0.639115751099731	0.79538759788374
EC:1.4.3.20	7.35516023562359e-05	0.543074778236633	0.303379992598616	0.372352974059691	0.0829272082555977	1	1	0.998747529694769
EC:1.4.3.21	1.2529131635538e-26	0.5552131974653	0.660483890581125	0.49515839477663	1.91097428475269e-23	1	1	1
EC:1.4.3.22	7.38889143526295e-07	0.726782481303668	0.494284521617416	0.656335806953678	0.00118047323130908	1	0.998182844099202	1
EC:1.4.3.23	2.58266627897751e-11	0.315815072737735	4.51644507157654e-05	0.00136158289469026	3.34570312801748e-08	1	0.0744831923036335	0.301200968705033
EC:1.4.3.24	2.85554458529048e-15	0.756717459146826	0.600049282263811	0.699307874735311	3.87408701113344e-12	1	0.996762036344849	1
EC:1.4.3.3	0.0179308341440708	0.652905803033482	0.411147770438843	0.429329805597397	0.678054141925962	1	1	1
EC:1.4.3.5	4.22195162134539e-41	0.502100608609507	0.407692447555987	0.579677737260895	7.73814225000857e-38	1	1	1
EC:1.4.4.2	3.123690756135e-67	0.322916426176132	0.138850082753276	0.462600330337656	7.63696158847516e-64	0.995108138769306	0.979126767509444	1
EC:1.4.5.1	3.52990050384028e-11	0.574084581189467	0.244597031882756	0.456702293370908	6.14708572203859e-08	1	0.993148404306875	1
EC:1.4.7.1	2.3802319942055e-60	0.20035007789087	0.75335391058922	0.390988122451473	5.52579755299739e-57	0.998504601311044	1	1
EC:1.4.9.1	1.34014899871859e-11	0.406633621558521	0.00308006605430334	0.00270082222930198	2.37143019578973e-08	0.999106327940877	0.607939823062927	0.539933472855356
EC:1.4.9.2	6.19365669862759e-14	0.771368911584824	0.691752730916061	0.770302413015519	1.22173236805079e-10	1	1	1
EC:1.4.99.5	8.31517988042156e-38	0.452877189439357	0.0935323657363675	0.479031360757084	1.44921354468763e-34	1	0.960760139833065	0.994376041084931
EC:1.4.99.6	2.09131440915241e-06	0.716538635801141	0.0743918060569387	0.31439380811556	0.00256774131313802	1	0.981640085045949	1
EC:1.5.1.2	4.84169466190649e-55	0.700508692789014	0.306952254965676	0.311689107596663	1.06496293601941e-51	1	0.981985443133101	1
EC:1.5.1.20	2.52266942398518e-34	0.773039043757263	0.00562137407397436	0.00446764443941303	4.1531419994261e-31	1	0.669231262617516	0.64582364258391
EC:1.5.1.21	1.82772200152392e-13	0.472093407817336	0.385777745141762	0.546903080362257	3.44643879407469e-10	1	1	0.993557984303301
EC:1.5.1.24	9.66119545475763e-14	0.571168235246397	0.0298077258418555	0.182493405778923	1.8783607828865e-10	1	0.950630500014047	0.992197338892208
EC:1.5.1.28	0.6784859893256	0.697155014814766	0.356125944203413	0.509485358546265	1	1	0.996680202837982	1
EC:1.5.1.3	1.05883669473668e-10	0.679980241142663	0.642074128580919	0.670401279130314	1.36468992765143e-07	1	1	1
EC:1.5.1.30	1.23088347275119e-08	0.708101597965322	0.191474811380946	0.255077202168872	2.01718565810954e-05	1	0.975329819271301	0.967922959104978
EC:1.5.1.36	6.30362769232123e-11	0.552598430124653	0.143726680164884	0.280576365389549	8.11534871235513e-08	1	0.984123818242104	1
EC:1.5.1.37	1.07050842149126e-10	0.48176325485108	0.0632146646375572	0.117804623922179	1.86735268683721e-07	1	0.9465929519398	0.985656718134594
EC:1.5.1.38	0.000480785322853174	0.717992922793214	0.568094924828048	0.305432875003743	0.136363292221002	1	1	0.996295523710329
EC:1.5.1.39	3.02805751983132e-07	0.624462129714989	0.556170013429909	0.366622362529531	0.000487612099613595	1	1	1
EC:1.5.1.41	1.36875517432397e-07	0.758302138080953	0.639569227515759	0.61108872029038	0.000221636657846981	1	1	1
EC:1.5.1.42	1.47085713496073e-06	0.518763695907153	0.303428282413549	0.435757962183325	0.0018035251612993	1	0.998981042991218	1
EC:1.5.1.43	3.66872854803183e-06	0.630113409196042	0.738763496823902	0.710838206454335	0.00449537627972022	1	1	1
EC:1.5.1.45	3.14295464654002e-13	0.526566959882679	0.550259419427993	0.542310116475953	6.05945219347981e-10	1	1	1
EC:1.5.1.47	4.45211382517352e-09	0.734729964168509	0.549226651895179	0.727755518735382	7.26185751970254e-06	1	1	1
EC:1.5.1.49	6.77045382612128e-49	0.283788037754878	3.5785020794897e-05	3.4101914820216e-05	1.38393096666818e-45	0.99470104183321	0.0669196387907757	0.059446872483479
EC:1.5.1.50	2.46196847630831e-11	0.720334738508397	0.715240151702841	0.459464974505977	4.37878470010977e-08	1	1	0.994493150110474
EC:1.5.1.51	6.90165035877924e-08	0.65195519477254	0.565977772839092	0.504980379678074	8.55680151425495e-05	1	1	1
EC:1.5.3.1	9.55282446267347e-62	0.754033743290399	0.461249874733679	0.23311958952683	2.23549222977614e-58	1	1	0.986985319572917
EC:1.5.3.10	1.69148641035146e-43	0.430839584580988	0.411795743629274	0.444821578093777	3.22156141186036e-40	1	0.998848333776472	1
EC:1.5.3.19	7.87923836733425e-54	0.552606579168442	0.622676957867148	0.481615748169382	1.70893227101794e-50	1	1	1
EC:1.5.3.21	0.000610236023968494	0.466039505181666	0.603468862972421	0.552670832179147	0.266654240506753	0.996457655839642	1	1
EC:1.5.3.6	1.9146992153351e-50	0.395762921314879	0.00315971337662797	0.00774461511762357	3.98479540935892e-47	0.996272293351185	0.450926718353203	0.639063547363627
EC:1.5.5.1	5.94645375692446e-51	0.354985073501165	0.404914573118585	0.628256344329461	1.24754214018213e-47	1	1	1
EC:1.5.5.2	3.85936061835631e-41	0.233165204822774	0.000309219411911386	0.00273640096636164	7.07376180775423e-38	0.993148332055359	0.265277157175565	0.493419380607945
EC:1.5.8.2	1.73343857092372e-07	0.644225353849368	0.589359822208672	0.697992943520175	0.000214590892625876	1	0.998917933400444	1
EC:1.5.99.14	6.61609402179523e-51	0.340560637643543	0.0158172842715824	0.00375133513020431	1.37620899214537e-47	1	0.80719140237932	0.630360828258245
EC:1.6.1.1	1.20929684522331e-43	0.344560775866434	0.224761627928023	0.411285618265035	2.29751072454929e-40	1	0.994087232522672	1
EC:1.6.3.4	6.30087128306034e-12	0.751150853228202	0.119200581788203	0.216057554932056	1.13347328085933e-08	1	0.975144423598546	0.970934864745799
EC:1.6.3.5	1.88878045854055e-19	0.640162497656781	0.0107399206318893	0.0129679804751379	2.66933368053716e-16	1	0.645951580837126	0.766986636160678
EC:1.6.5.10	1.94629778890731e-08	0.617398236470324	0.642754101358016	0.700861245331923	3.20856111731532e-05	1	1	1
EC:1.6.5.11	1.67250756297408e-30	0.723536363116939	0.0472259611926308	0.0917758452046934	2.65447153169184e-27	1	0.938532185947805	0.957624777520533
EC:1.6.5.12	3.02024641390835e-37	0.621304967139664	0.0377873396831524	0.0686889725454897	5.25783126903221e-34	1	0.810661520602375	0.961049245627062
EC:1.6.5.2	2.21333322026839e-40	0.25977902905083	0.000101613054559518	0.00154214973713322	4.0140909881255e-37	0.996194500153943	0.120972158946871	0.548717030320381
EC:1.6.5.5	3.92490394759154e-55	0.465367864385985	0.4039151560375	0.293441479475138	8.66175955948747e-52	1	1	0.998941693168754
EC:1.6.5.6	1.50847320745662e-11	0.676909208273758	0.609044084962441	0.66782503752918	2.64021367060718e-08	0.996235449746487	1	1
EC:1.6.5.7	0.682306911753041	0.654628974443438	0.772207012270224	0.482877314208701	1	1	1	1
EC:1.6.99.1	1.72751925192052e-55	0.463080772405474	0.183671846327042	0.21756856353777	3.81886739063102e-52	1	0.991587862400525	0.99531018758314
EC:1.6.99.3	6.45216848026011e-34	0.597630251584824	0.351889431178869	0.665456841513496	1.06671004971687e-30	1	1	1
EC:1.7.1.13	5.93745501553712e-22	0.622327038201163	0.7309681783109	0.684791427436952	8.63022102455359e-19	0.993928646342833	1	1
EC:1.7.1.15	6.70817568160231e-15	0.649689285696511	0.407233808487595	0.537803261333046	1.36199853478791e-11	1	1	0.99889308591656
EC:1.7.1.16	0.000303528226648093	0.466707038510144	0.0122979667264795	0.0261262745816303	0.117172617688223	1	0.757521442466099	0.90635070237875
EC:1.7.1.17	1.60102831431253e-21	0.47506713235395	0.0237879311824468	0.143343137664765	2.31461692120739e-18	0.998668054504849	0.847530795301523	0.986577973425711
EC:1.7.1.4	1.06319763930326e-40	0.490751567845059	0.317327978538449	0.64713749903086	1.93064359774857e-37	1	1	1
EC:1.7.1.6	3.88855961319656e-12	0.638228745780182	0.115803789543826	0.0661124594066067	6.96684508173784e-09	1	0.969575575834344	0.962086943005074
EC:1.7.1.7	7.22127219132673e-13	0.308846659101958	0.165214927589568	0.521085445656135	1.3554350124928e-09	0.996926872979963	0.984953626888662	1
EC:1.7.2.1	4.61732059200798e-28	0.589684456262722	0.000853143127484683	0.002549291750144	7.09302883841396e-25	1	0.225319076137514	0.352684413417682
EC:1.7.2.2	2.74450219722159e-25	0.116739215423201	5.94056873589113e-06	0.00011587208222737	4.13077660314201e-22	0.99905122096042	0.0140446782015526	0.0759591507571456
EC:1.7.2.3	1.43100824621887e-13	0.668301691579675	0.0550107635165229	0.0402754048313141	1.90990979794761e-10	1	0.93608012992553	0.913571230614774
EC:1.7.2.4	4.355530387295e-33	0.238008273130748	8.03728808469392e-05	0.000459354801751452	7.1436481056476e-30	0.998788646058544	0.0746582356261103	0.304813966677635
EC:1.7.2.5	0.678250483299358	0.738510425348292	0.293784914500755	0.40047152480709	1	1	0.993398361291845	0.994263580020679
EC:1.7.2.6	1.85962356624714e-15	0.655645630492672	0.00100528765553114	0.00146763210088002	3.83634270184618e-12	1	0.38925547710731	0.430900238592414
EC:1.7.2.7	1.10940596986797e-11	0.646675635248276	0.537442681060872	0.572009967856261	1.98494544533662e-08	1	1	0.997784379970002
EC:1.7.2.8	4.04204749705761e-09	0.554824380521634	0.019499303928233	0.0111136704778396	6.69314758384824e-06	1	0.832773617088217	0.771085594415593
EC:1.7.3.3	0.0060412616601219	0.646120819534024	0.180738383838079	0.223695389258785	0.54813183009085	1	0.983495520614545	0.988867672171227
EC:1.7.5.1	1.44892984995205e-49	0.568976727528635	0.239741254925294	0.0760863454819374	2.98581425015916e-46	1	0.992903643032788	0.977712860214764
EC:1.7.99.1	3.31492146593559e-07	0.39621443515014	0.34740148238869	0.639385943405768	0.000526153074569389	1	0.99293560259713	1
EC:1.8.1.14	0.422908738252335	0.423225567469945	0.0312862504046624	0.0721690036273995	1	1	0.8278481747729	0.90275588991024
EC:1.8.1.15	5.8712603810282e-05	0.713624901008624	0.680982056426313	0.570505218714772	0.0738586669582565	1	1	1
EC:1.8.1.16	1.06614600935565e-25	0.652768819174709	0.114825611157554	0.241767772501603	1.61347437040541e-22	1	0.984338075055984	0.983109412826029
EC:1.8.1.2	8.46087243951312e-24	0.628306793256745	1.87080580049668e-06	1.21540468294301e-06	1.2536902342281e-20	1	0.00461800444963999	0.00302981229973445
EC:1.8.1.4	4.50886161080355e-66	0.605201765977386	0.3868061852407	0.470576594061181	1.09159330963948e-62	0.995823499526435	1	1
EC:1.8.1.5	1.37530611898917e-13	0.693469997147623	0.595888231408139	0.63459854537959	2.67385506097506e-10	1	1	1
EC:1.8.1.7	4.03600763920764e-14	0.661538115584225	0.764765925585479	0.735531980294566	7.99404778484281e-11	1	1	1
EC:1.8.1.8	1.3458367482904e-55	0.138830037764429	0.183803451171886	0.4136305943153	2.98737280548737e-52	0.990296883693507	0.988255167820356	1
EC:1.8.1.9	1.59851707921302e-59	0.364791411770282	0.0417094457870432	0.120326085124005	3.674423283559e-56	0.99427967569074	0.850848689154188	0.989863053647113
EC:1.8.2.2	0.496841226647572	0.471256619007973	0.757296860026259	0.759375727300689	1	1	1	1
EC:1.8.2.3	5.90381952309782e-21	0.532989934856777	0.386676097795302	0.445000557692308	8.47606031963689e-18	1	0.99759948933012	1
EC:1.8.2.4	2.88676993544408e-06	0.607464354186715	0.580305701362394	0.581457774875199	0.00454491569040824	1	1	1
EC:1.8.3.4	1.09497598718345e-40	0.532679414127388	0.0224236429678686	0.0676461828613957	1.99503753108642e-37	1	0.831817898773272	0.943509413627816
EC:1.8.3.7	4.74251629246354e-45	0.483416467269747	0.29926234250443	0.0997594867086038	9.22968785024213e-42	1	1	0.982873799401822
EC:1.8.4.10	0.385060696191843	0.571388037947102	0.673559129102615	0.614063770211604	1	1	1	1
EC:1.8.4.11	1.08468226994132e-48	0.261548047790665	0.754767055320915	0.54056742765807	2.21397061473613e-45	0.990747157046608	1	1
EC:1.8.4.12	2.31763263022511e-40	0.402360645897873	0.773433566932445	0.686217150078128	4.21635792690587e-37	1	1	1
EC:1.8.4.14	0.00192608546712378	0.513140970367703	0.215016901046384	0.242476894434647	0.343341161013455	1	0.972851284182632	0.994479756478292
EC:1.8.4.8	4.04656135220733e-31	0.559283460134414	0.613891744693921	0.485575653669431	6.49272037602756e-28	1	1	1
EC:1.8.5.3	2.93146828822999e-41	0.313539894841779	0.015385415903801	0.0544238018838299	5.39040248032987e-38	1	0.898577622574257	0.964680870002684
EC:1.8.5.4	1.92999777098721e-11	0.498248387446807	0.000736958783176095	0.00644387067385408	2.4928520231481e-08	1	0.349944627604415	0.601181114962846
EC:1.8.5.5	3.07935550198624e-05	0.253916970922269	1.21990428790467e-05	7.5942844244288e-05	0.0373607267591258	1	0.0247159763031897	0.113620243275139
EC:1.8.5.6	5.4523385217761e-15	0.717581269627947	0.261743766550331	0.638500943429553	7.32159367075953e-12	1	1	1
EC:1.8.5.7	2.89590259092183e-10	0.656523991252228	0.0478253386066783	0.157090782873076	3.69836455709702e-07	1	0.933978050638532	0.985531563632977
